c5,c119,gpt4o_triplets,gpt4o_triplets_clean
19780115003139I,NEW AIRCRAFT OWNER NOT AWARE OF PURPOSE OR OPERATION OF QUICK DRAIN. PARTIALLY OPENED ON PREFLIGHT.                ,"<NEW AIRCRAFT OWNER, NOT AWARE OF, PURPOSE OR OPERATION OF QUICK DRAIN>
<QUICK DRAIN, PARTIALLY OPENED ON, PREFLIGHT>","<NEW AIRCRAFT OWNER, NOT AWARE OF, PURPOSE OR OPERATION OF QUICK DRAIN>
<QUICK DRAIN, PARTIALLY OPENED ON, PREFLIGHT>"
19780206006149I,"PILOT FAILED TO REMOVE TOW BAR BEFORE TAKEOFF. STRANGE NOISE DURING RETRACTION. GEAR EXTENDED OK, LANDED OK.       ","<PILOT, FAILED TO REMOVE, TOW BAR>","<PILOT, FAILED TO REMOVE, TOW BAR>"
19771016042599A,WIND GUSTING TO 25.                                                                                                ,"<WIND, HAS EFFECT, GUSTING TO 25>","<WIND, HAS EFFECT, GUSTING TO 25>"
19780206006039I,ENGINE COWLING CAME LOOSE IN FLIGHT. IT HAD NOT BEEN LATCHED PROPERLY.                                             ,"<ENGINE COWLING, LOOSE, INFLIGHT>","<ENGINE COWLING, LOOSE, INFLIGHT>"
19780208007759I,PILOT OBSERVED GEAR SAFE LIGHTS BUT GEAR COLLAPSED AFTER LANDING. HYDRAULIC RESERVOIR OUT OF FLUID.                ,"<GEAR, COLLAPSED, AFTER LANDING>","<GEAR, COLLAPSED, AFTER LANDING>"
19780210006769I,"ENGINE QUIT AT 200 FEET AFTER TAKEOFF DUE TO WATER IN THE FUEL. NO PILOT CERTIFICATE, NO ANNUAL.                   ","<ENGINE, HAS EFFECT, QUIT>
<ENGINE QUIT, FOLLOWS, AFTER TAKEOFF>
<ENGINE QUIT, HAS CAUSE, WATER IN THE FUEL>","<ENGINE, HAS EFFECT, QUIT>
<ENGINE QUIT, FOLLOWS, AFTER TAKEOFF>
<ENGINE QUIT, HAS CAUSE, WATER IN THE FUEL>"
19780211006969I,"NOSE GEAR COLLAPSED WHILE WAITING FOR TAKEOFF. WAS BEING FERRIED FROM AN EARLIER COLLAPSE, NOSE GEAR NOT BRACED.   ","<NOSE GEAR, COLLAPSED, WHILE WAITING FOR TAKEOFF>
<NOSE GEAR, NOT BRACED, NULL>
<NOSE GEAR, PART OF, FERRIED FROM AN EARLIER COLLAPSE>","<NOSE GEAR, COLLAPSED, WHILE WAITING FOR TAKEOFF>
<NOSE GEAR, NOT BRACED, NULL>
<NOSE GEAR, PART OF, FERRIED FROM AN EARLIER COLLAPSE>"
19780219007659I,ENGINE QUIT DUE TO ICE IN THE FUEL SYSTEM.                                                                         ,"<ENGINE QUIT, HAS CAUSE, ICE IN THE FUEL SYSTEM>","<ENGINE QUIT, HAS CAUSE, ICE IN THE FUEL SYSTEM>"
19780212006439I,PILOT UNABLE TO BECOME AIRBORNE DUE TO FROST ON THE WINGS AND FALURE TO USE FULL POWER.                            ,"<PILOT, UNABLE TO STAY AIRBORNE, FROST ON THE WINGS>
<PILOT, UNABLE TO STAY AIRBORNE, FAILURE TO USE FULL POWER>","<PILOT, UNABLE TO STAY AIRBORNE, FROST ON THE WINGS>
<PILOT, UNABLE TO STAY AIRBORNE, FAILURE TO USE FULL POWER>"
19780213006479I,ENGINE SHUT DOWN DUE TO LOW OIL PRESSURE. DIP STICK FOUND TO BE MISSING.                                           ,"<ENGINE, SHUT DOWN, LOW OIL PRESSURE>","<ENGINE, SHUT DOWN, LOW OIL PRESSURE>"
19780218007139I,PILOT INTENDED TO FLY LOCALLY AFTER RECENT BLIZZARD. ENGINE QUIT AFTER TAKEOFF DUE TO SNOW PACKED IN ENGINE COWL.  ,"<ENGINE, QUIT, AFTER TAKEOFF>
<ENGINE, HAS CAUSE, SNOW PACKED IN ENGINE COWL>","<ENGINE, QUIT, AFTER TAKEOFF>
<ENGINE, HAS CAUSE, SNOW PACKED IN ENGINE COWL>"
19780225001789I,"ENGINE STOPPED SHORTLY AFTER TAKEOFF FROM REFUELING. SYSTEM, GASCOLATOR AND CARBURETOR CONTAINED WATER.            ","<ENGINE, STOPPED, SHORTLY AFTER TAKEOFF>
<ENGINE, HAS CAUSE, WATER IN FUEL>
<WATER IN FUEL, PART OF, SYSTEM>
<WATER IN FUEL, PART OF, GASCOLATOR>
<WATER IN FUEL, PART OF, CARBURETOR>","<ENGINE, STOPPED, SHORTLY AFTER TAKEOFF>
<ENGINE, HAS CAUSE, WATER IN FUEL>
<WATER IN FUEL, PART OF, SYSTEM>
<WATER IN FUEL, PART OF, GASCOLATOR>
<WATER IN FUEL, PART OF, CARBURETOR>"
19780225001819I,ENGINE STOPPED SOON AFTER LIFT OFF DUE TO FUEL EXHAUSTION. PILOT CLAIMS FUEL GAUGE FAULTY.                         ,"<ENGINE, HAS CAUSE, FUEL EXHAUSTION>
<ENGINE, FOLLOWS, LIFTOFF>","<ENGINE, HAS CAUSE, FUEL EXHAUSTION>
<ENGINE, FOLLOWS, LIFTOFF>"
19780307014069I,PILOT STRUCK AN UNLIGHTED BARRICADE DURING TAXI FROM LANDING.                                                      ,"<PILOT, STRUCK, UNLIGHTED BARRICADE>","<PILOT, STRUCK, UNLIGHTED BARRICADE>"
19780221000179I,"PILOT MADE EMERGENCY LANDING DUE TO LOW OIL PRESSURE. NEARLY OUT OF OIL, PILOT HAD NOT CHECKED IT BEFORE TAKEOFF.  ","<EMERGENCY OFF AIRPORT LANDING, HAS CAUSE, LOW OIL PRESSURE>
<LOW OIL PRESSURE, HAS CAUSE, LOW ON OIL>
<LOW ON OIL, HAS CAUSE, FAILED TO VISUALLY CHECK FUEL>","<EMERGENCY OFF AIRPORT LANDING, HAS CAUSE, LOW OIL PRESSURE>
<LOW OIL PRESSURE, HAS CAUSE, LOW ON OIL>
<LOW ON OIL, HAS CAUSE, FAILED TO VISUALLY CHECK FUEL>"
19780228000419I,ENGINE BEGAN SURGING IN FLIGHT. ENGINE SHUT DOWN. FUEL CONTAMINATION SUSPECTED.                                    ,"<ENGINE, HAS EFFECT, BEGAN SURGING>
<ENGINE, SHUT DOWN, NULL>
<ENGINE, HAS CAUSE, FUEL CONTAMINATION>","<ENGINE, HAS EFFECT, BEGAN SURGING>
<ENGINE, SHUT DOWN, NULL>
<ENGINE, HAS CAUSE, FUEL CONTAMINATION>"
19780303015509I,ELECTRICAL EMERGENCY FOLLOWED JUMP START AND TAKEOFF. LANDING GEAR COLLAPSED AT TOUCHDOWN.                         ,"<ELECTRICAL EMERGENCY, FOLLOWS, JUMP START>
<ELECTRICAL EMERGENCY, FOLLOWS, TAKEOFF>
<LANDING GEAR, COLLAPSED, TOUCHDOWN>","<ELECTRICAL EMERGENCY, FOLLOWS, JUMP START>
<ELECTRICAL EMERGENCY, FOLLOWS, TAKEOFF>
<LANDING GEAR, COLLAPSED, TOUCHDOWN>"
19780311016379I,"PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN. BRAKES WERE WORN OUT, BRAKE RESERVOIR WAS EMPTY.                   ","<PILOT, LOST CONTROL, AFTER TOUCHDOWN>
<BRAKES, WORN OUT, NULL>
<BRAKE RESERVOIR, EMPTY, NULL>","<PILOT, LOST CONTROL, AFTER TOUCHDOWN>
<BRAKES, WORN OUT, NULL>
<BRAKE RESERVOIR, EMPTY, NULL>"
19780327010619I,"PILOT LOST FUEL IN FLIGHT DUE TO FUEL CAPS ON BACKWARD. LANDED FOR FUEL, NON AVAILABLE. TOOK OFF, RAN OUT.         ","<PILOT, LOST, FUEL>
<FUEL, LOST, INFLIGHT>
<FUEL CAPS, ON BACKWARD, FUEL>
<PILOT, LANDED FOR, FUEL>
<FUEL, NON AVAILABLE, PILOT>
<PILOT, TOOK OFF, RAN OUT>","<PILOT, LOST, FUEL>
<FUEL, LOST, INFLIGHT>
<FUEL CAPS, ON BACKWARD, FUEL>
<PILOT, LANDED FOR, FUEL>
<FUEL, NON AVAILABLE, PILOT>
<PILOT, TOOK OFF, RAN OUT>"
19780421012829I,"PILOT NOTED AIRCRAFT LIGHT DIMMING ON NIGHT FLIGHT. RETURNED, GEAR HANDLE DOWN. GEAR COLLAPSED ON TOUCHDOWN.       ","<AIRCRAFT, USED BY, PILOT>
<AIRCRAFT LIGHT, INFLUENCED BY, DIMMING>
<FLIGHT, TIME PERIOD, NIGHT>
<PILOT, RETURNED, AIRCRAFT>
<GEAR HANDLE, POSITION, DOWN>
<GEAR, COLLAPSED, TOUCHDOWN>","<AIRCRAFT, USED BY, PILOT>
<AIRCRAFT LIGHT, INFLUENCED BY, DIMMING>
<FLIGHT, TIME PERIOD, NIGHT>
<PILOT, RETURNED, AIRCRAFT>
<GEAR HANDLE, POSITION, DOWN>
<GEAR, COLLAPSED, TOUCHDOWN>"
19780316008589I,PILOT OVER RAN RUNWAY INTO A DITCH DUE TO BRAKE FAILURE. SYSTEM NEEDED TO BE PURGED OF AIR.                        ,"<PILOT, RAN OFF, RUNWAY>
<RUNWAY, LOCATION, DITCH>
<BRAKE, FAILURE, NULL>
<SYSTEM, NEEDED, PURGED OF AIR>","<PILOT, RAN OFF, RUNWAY>
<RUNWAY, LOCATION, DITCH>
<BRAKE, FAILURE, NULL>
<SYSTEM, NEEDED, PURGED OF AIR>"
19780319009079I,BOLT IN NOSE GEAR SCISSORS CAME OUT DURING TAKEOFF. NOSE WHEEL DROPPED OUT AFTER LIFTOFF.                          ,"<NOSE GEAR SCISSORS, CAME OUT, DURING TAKEOFF>
<NOSE WHEEL, DROPPED OUT, AFTER LIFTOFF>","<NOSE GEAR SCISSORS, CAME OUT, DURING TAKEOFF>
<NOSE WHEEL, DROPPED OUT, AFTER LIFTOFF>"
19780325010349I,ENGINE STOPPED ON FINAL APPROACH DUE TO WATER CONTAMINATION IN THE FUEL SYSTEM.                                    ,"<ENGINE, HAS CAUSE, WATER CONTAMINATION IN THE FUEL SYSTEM>","<ENGINE, HAS CAUSE, WATER CONTAMINATION IN THE FUEL SYSTEM>"
19780328011399I,ENGINE QUIT AFTER LIFT OFF DUE TO WATER IN THE FUEL SYSTEM.                                                        ,"<ENGINE QUIT, FOLLOWS, LIFT OFF>
<ENGINE QUIT, HAS CAUSE, WATER IN THE FUEL SYSTEM>","<ENGINE QUIT, FOLLOWS, LIFT OFF>
<ENGINE QUIT, HAS CAUSE, WATER IN THE FUEL SYSTEM>"
19780330011569I,"PILOT LOST ELECTRICAL POWER, EXTENDED GEAR MANUALLY. GEAR COLLAPSED. BOTH GENERATOR ARMATURES EXTREMELY GALLED.    ","<PILOT, LOST, ELECTRICAL POWER>
<GEAR, EXTENDED BY, PILOT>
<GEAR, COLLAPSED, NULL>
<GENERATOR ARMATURES, EXTREMELY GALLED, NULL>","<PILOT, LOST, ELECTRICAL POWER>
<GEAR, EXTENDED BY, PILOT>
<GEAR, COLLAPSED, NULL>
<GENERATOR ARMATURES, EXTREMELY GALLED, NULL>"
19780402009009I,GEAR COLLAPSED ON ROLLOUT. PILOT HAD ELECTRICAL FAILURE ON FINAL. FAILED TO USE EMERGENCY GEAR EXTENSION.          ,"<GEAR, COLLAPSED, ROLLOUT>
<PILOT, HAD, ELECTRICAL FAILURE>
<ELECTRICAL FAILURE, LOCATION, FINAL>
<PILOT, FAILED TO USE, EMERGENCY GEAR EXTENSION>","<GEAR, COLLAPSED, ROLLOUT>
<PILOT, HAD, ELECTRICAL FAILURE>
<ELECTRICAL FAILURE, LOCATION, FINAL>
<PILOT, FAILED TO USE, EMERGENCY GEAR EXTENSION>"
19780401007929I,NOSE GEAR FELL INTO HOLE IN TAXIWAY WHILE TAXIING. HOLE WAS COVERED OVER WITH MUD AND LOOSE GRAVEL.                ,"<NOSE GEAR, PART OF, AIRCRAFT>","<NOSE GEAR, PART OF, AIRCRAFT>"
19780403009359I,LANDED SHORT OF RUNWAY AFTER ENGINE QUIT ON SHORT FINAL. FOUND WATER IN FUEL.                                      ,"<ENGINE, QUIT, SHORT FINAL>
<LANDED, LOCATION, SHORT OF RUNWAY>
<WATER, IN, FUEL>","<ENGINE, QUIT, SHORT FINAL>
<LANDED, LOCATION, SHORT OF RUNWAY>
<WATER, IN, FUEL>"
19780403009389I,FORCED LANDING ON HIGHWAY AFTER ENGINE LOST POWER. FOUND FUEL GASOLATOR CONTAMINATED.                              ,"<FORCED LANDING, LOCATION, HIGHWAY>
<ENGINE, LOST POWER, NULL>
<FUEL GASCOLATOR, CONTAMINATED, NULL>","<FORCED LANDING, LOCATION, HIGHWAY>
<ENGINE, LOST POWER, NULL>
<FUEL GASCOLATOR, CONTAMINATED, NULL>"
19780409009699I,"PILOT EXTENDED GEAR MANUALLY DUE TO ELECTRICAL FAILURE,GEAR COLLAPSED AFTER TOUCHDOWN.                             ","<ELECTRICAL FAILURE, HAS EFFECT, EXTENDED GEAR MANUALLY>
<GEAR, COLLAPSED, AFTER TOUCHDOWN>","<ELECTRICAL FAILURE, HAS EFFECT, EXTENDED GEAR MANUALLY>
<GEAR, COLLAPSED, AFTER TOUCHDOWN>"
19780210005719I,"PILOT HAD CARB. HEAT ON, COULD NOT TURN IT OFF, ENGINE STOPPED. CONTROL VALVE FOUND STUCK FROM ICE AT 1/2 OPEN.    ","<ENGINE, HAS CAUSE, ICE>","<ENGINE, HAS CAUSE, ICE>"
19780416008469I,WATER IN FUEL CAUSED ENGINE TO QUIT ON TAKEOFF. DAMAGE TO GEAR WHEN PLANE HIT TAXIWAY LIP AFTER LANDING.           ,"<WATER IN FUEL, HAS CAUSE, ENGINE TO QUIT>","<WATER IN FUEL, HAS CAUSE, ENGINE TO QUIT>"
19780309015599I,ENGINE STOPPED DUE TO VACUUM IN THE TANK. PILOT USING A NON-VENTED CAP. RIGHT TANK WAS NOT FUELED DUE TO FUEL LEAK.,"<ENGINE, HAS CAUSE, VACUUM IN THE TANK>
<PILOT, USED BY, NON-VENTED CAP>
<RIGHT TANK, HAS CAUSE, FUEL LEAK>","<ENGINE, HAS CAUSE, VACUUM IN THE TANK>
<PILOT, USED BY, NON-VENTED CAP>
<RIGHT TANK, HAS CAUSE, FUEL LEAK>"
19780413019379A,PLT AWARE OF FULL NOSE DOWN TRIM. 0.10 LVL ALCOHOL IN LIVER SPEC.45LBS FORCE RQD FOR LVL FLT.                      ,"<PLT, AWARE OF, FULL NOSE DOWN TRIM>","<PLT, AWARE OF, FULL NOSE DOWN TRIM>"
19780507032369I,"FORCED LANDING DUE TO OIL LEAK, FOUND LOOSE OIL CAP.                                                               ","<FORCED LANDING, HAS CAUSE, OIL LEAK>","<FORCED LANDING, HAS CAUSE, OIL LEAK>"
19780525040389I,BRAKES WERE INEFFECTIVE ON LANDING. RAN THROUGH FENCE.                                                             ,"<BRAKES, INEFFECTIVE, LANDING>","<BRAKES, INEFFECTIVE, LANDING>"
19780617046219I,FLIGHT RETURNED DUE TO MAG. FAILURE. PILOTS TOOK OFF BEFORE REPAIRS WERE COMPLETED.                                ,"<FLIGHT, HAS CAUSE, MAG. FAILURE>","<FLIGHT, HAS CAUSE, MAG. FAILURE>"
19780520014159A,GUSTING TO 30K.                                                                                                    ,"<GUSTING TO 25, FOLLOWED BY, GUSTING TO 30K>","<GUSTING TO 25, FOLLOWED BY, GUSTING TO 30K>"
19780427013959I,FAILURE OF 2 TIRES AS AIRCRAFT WAS CLEARED FOR TAKEOFF.                                                            ,"<AIRCRAFT, CLEARED FOR, TAKEOFF>","<AIRCRAFT, CLEARED FOR, TAKEOFF>"
19780429014759I,FUEL CAP OFF AIRCRAFT. THOROUGH DRAINING OF SUMPS WITH WATER IN FUEL. ENGINE QUIT. LANDED ON FREEWAY.              ,"<FUEL CAP, PART OF, AIRCRAFT>
<WATER IN FUEL, HAS EFFECT, ENGINE QUIT>
<ENGINE QUIT, HAS EFFECT, LANDED ON FREEWAY>","<FUEL CAP, PART OF, AIRCRAFT>
<WATER IN FUEL, HAS EFFECT, ENGINE QUIT>
<ENGINE QUIT, HAS EFFECT, LANDED ON FREEWAY>"
19780501031459I,UNSCHEDULED LANDING DUE TO OIL COMING FROM ENGINES. BOTH OIL CAPS NOT LOCKED PROPERLY.                             ,"<UNSCHEDULED LANDING, HAS CAUSE, OIL COMING FROM ENGINES>
<OIL COMING FROM ENGINES, HAS CAUSE, BOTH OIL CAPS NOT LOCKED PROPERLY>","<UNSCHEDULED LANDING, HAS CAUSE, OIL COMING FROM ENGINES>
<OIL COMING FROM ENGINES, HAS CAUSE, BOTH OIL CAPS NOT LOCKED PROPERLY>"
19780503031639I,PILOT UNABLE TO EXTEND GEAR DUE TO FAULTY GEAR ACTUATOR.                                                           ,"<UNABLE TO EXTEND GEAR, HAS CAUSE, FAULTY GEAR ACTUATOR>","<UNABLE TO EXTEND GEAR, HAS CAUSE, FAULTY GEAR ACTUATOR>"
19780504031959I,"DOOR POPPED OPEN ON TAKEOFF, PILOT LOST CONTROL WHILE TRYING TO LATCH DOOR, RAN OFF SIDE OF RUNWAY.                ","<DOOR, UNLOCKED, TAKEOFF>
<PILOT, LOST CONTROL, UNLOCKED DOOR>
<RAN OFF, LOCATION, SIDE OF RUNWAY>","<DOOR, UNLOCKED, TAKEOFF>
<PILOT, LOST CONTROL, UNLOCKED DOOR>
<RAN OFF, LOCATION, SIDE OF RUNWAY>"
19780514033439I,ENGINE FIRE CAUSED BY BIRDS NEST.                                                                                  ,"<ENGINE FIRE, HAS CAUSE, BIRDS NEST>","<ENGINE FIRE, HAS CAUSE, BIRDS NEST>"
19780518033959I,ON THIRD TOUCH AND GO ENGINE BACKFIRED AND QUIT. LANDED STRAIGHT AHEAD. PROBABLY WATER IN FUEL.                    ,"<ENGINE, BACKFIRED, QUIT>
<ENGINE, HAS CAUSE, WATER IN FUEL>","<ENGINE, BACKFIRED, QUIT>
<ENGINE, HAS CAUSE, WATER IN FUEL>"
19780519033989I,JETWAY WAS EXTENDED INTO SIDE OF AIRCRAFT AS IT TAXIIED INTO THE PARKING AREA.                                     ,"<JETWAY, EXTENDED INTO, SIDE OF AIRCRAFT>
<AIRCRAFT, TAXIIED INTO, PARKING AREA>","<JETWAY, EXTENDED INTO, SIDE OF AIRCRAFT>
<AIRCRAFT, TAXIIED INTO, PARKING AREA>"
19780522035289I,ENGINE QUIT ON TAKEOFF. WATER IN FUEL.                                                                             ,"<ENGINE, QUIT, TAKEOFF>
<WATER, IN, FUEL>","<ENGINE, QUIT, TAKEOFF>
<WATER, IN, FUEL>"
19780526040429I,PILOT INADVERTANTLY PUT GEAR HANDLE IN UP POSITION WHILE TAXIING. DURING RUNUP TURNED HYDRAULIC ON. GEAR RETRACTED.,"<GEAR HANDLE, LOCATION, UP POSITION>
<PILOT, USED BY, GEAR HANDLE>
<TAXIING, FOLLOWS, PUT GEAR HANDLE IN UP POSITION>
<RUNUP, FOLLOWS, TAXIING>
<HYDRAULIC, USED BY, PILOT>
<GEAR, RETRACT, DURING RUNUP>","<GEAR HANDLE, LOCATION, UP POSITION>
<PILOT, USED BY, GEAR HANDLE>
<TAXIING, FOLLOWS, PUT GEAR HANDLE IN UP POSITION>
<RUNUP, FOLLOWS, TAXIING>
<HYDRAULIC, USED BY, PILOT>
<GEAR, RETRACT, DURING RUNUP>"
19780528040689I,"AFTER WORKING ON HOME-BUILT, PILOT TOOK OFF WITHOUT CONNECTING AILERON CONTROLS.                                   ","<PILOT, FAILED TO REMOVE, AIR INTAKE PLUGS>","<PILOT, FAILED TO REMOVE, AIR INTAKE PLUGS>"
19780529040959I,ENGINE SPUTTERED AND QUIT AT CRUISE. LANDED IN MARSHY AREA AND TIPPED UP ON NOSE. WATER IN FUEL.                   ,"<ENGINE, QUIT, CRUISE>
<LANDED, LOCATION, MARSHY AREA>
<WATER IN FUEL, HAS CAUSE, ENGINE QUIT>","<ENGINE, QUIT, CRUISE>
<LANDED, LOCATION, MARSHY AREA>
<WATER IN FUEL, HAS CAUSE, ENGINE QUIT>"
19780515023299A,LOGGING OPNS. CABLE CAUGHT ON L SKID.                                                                              ,"<CABLE, CAUGHT ON, L SKID>","<CABLE, CAUGHT ON, L SKID>"
19780603041599I,"FLOAT PLANE RIDING LOW IN THE WATER AFTER NORMAL LANDING, SANK. MUST HAVE HAD WATER IN FLOATS, BALL COVERS GONE.   ","<FLOAT PLANE, AFTER, NORMAL LANDING>
<FLOAT PLANE, SANK, NULL>
<FLOAT PLANE, MUST HAVE HAD, WATER IN FLOATS>
<WATER IN FLOATS, CAUSED BY, BALL COVERS GONE>","<FLOAT PLANE, AFTER, NORMAL LANDING>
<FLOAT PLANE, SANK, NULL>
<FLOAT PLANE, MUST HAVE HAD, WATER IN FLOATS>
<WATER IN FLOATS, CAUSED BY, BALL COVERS GONE>"
19780603041629I,FLOAT STRUT COLLAPSED DURING TAKEOFF RUN. WAS DAMAGED FROM PREVIOUS HARD LANDING. WIRED TO A BRACE BY THE PILOT.   ,"<FLOAT STRUT, COLLAPSED, DURING TAKEOFF RUN>
<FLOAT STRUT, DAMAGED, PREVIOUS HARD LANDING>
<FLOAT STRUT, WIRED TO, BRACE>","<FLOAT STRUT, COLLAPSED, DURING TAKEOFF RUN>
<FLOAT STRUT, DAMAGED, PREVIOUS HARD LANDING>
<FLOAT STRUT, WIRED TO, BRACE>"
19780610045289I,SPRING LOADED TANK DRAIN VALVE LEFT PARTIALLY OPEN. SPRAY HELICOPTER RAN OUT OF FUEL.                              ,"<SPRAY HELICOPTER, RAN OUT OF, FUEL>","<SPRAY HELICOPTER, RAN OUT OF, FUEL>"
19780613045599I,ENGINE QUIT DUE TO WATER IN THE FUEL SYSTEM.                                                                       ,"<ENGINE QUIT, HAS CAUSE, WATER IN THE FUEL SYSTEM>","<ENGINE QUIT, HAS CAUSE, WATER IN THE FUEL SYSTEM>"
19780527014729A,ACORNS LODGED IN CARB AIR BOX ASSEMBLY.                                                                            ,"<CARBURETOR, PART OF, AIR BOX ASSEMBLY>","<CARBURETOR, PART OF, AIR BOX ASSEMBLY>"
19780616046119I,PRECAUTIONARY LANDING DUE TO LOW POWER. CARBURETOR HEAT WAS PARTIALLY OPEN CAUSING AN OVER RICH MIXTURE.           ,"<PRECAUTIONARY LANDING, HAS CAUSE, LOW POWER>
<CARBURETOR HEAT, HAS EFFECT, OVER RICH MIXTURE>","<PRECAUTIONARY LANDING, HAS CAUSE, LOW POWER>
<CARBURETOR HEAT, HAS EFFECT, OVER RICH MIXTURE>"
19780616046129I,"NOSE GEAR COULD NOT BE FULLY EXTENDED, COLLAPSED ON TOUCHDOWN. NOSE GEAR DOORS HAD BEEN LEFT UNHOOKED, JAMMED.     ","<NOSE GEAR, UNABLE TO EXTEND GEAR, FULLY>
<NOSE GEAR, COLLAPSED, TOUCHDOWN>
<NOSE GEAR DOORS, UNLOCKED, UNHOOKED>
<NOSE GEAR DOORS, JAMMED, NULL>","<NOSE GEAR, UNABLE TO EXTEND GEAR, FULLY>
<NOSE GEAR, COLLAPSED, TOUCHDOWN>
<NOSE GEAR DOORS, UNLOCKED, UNHOOKED>
<NOSE GEAR DOORS, JAMMED, NULL>"
19780619046649I,PILOT RETURNED DUE TO CONTROL PROBLEMS. FOUND THAT THE INBOARD END OF AILERON PUSH ROD WAS NOT CONNECTED.          ,"<INBOARD END OF AILERON PUSH ROD, NOT CONNECTED, NULL>","<INBOARD END OF AILERON PUSH ROD, NOT CONNECTED, NULL>"
19780622016229A,ROPE CAUGHT ON GLIDER WHEEL BRACKET.                                                                               ,"<ROPE, CAUGHT ON, GLIDER WHEEL BRACKET>","<ROPE, CAUGHT ON, GLIDER WHEEL BRACKET>"
19780429007189A,OIL PR DROPPED TO ZERO.PLT SHUT DN ENG.WING HIT TREE ADJACENT TO IL CAP NOT SECURED.                               ,"<OIL PR, DROPPED TO, ZERO>
<PLT, SHUT DN, ENG>
<WING, HIT, TREE>
<IL CAP, NOT SECURED, NULL>","<OIL PR, DROPPED TO, ZERO>
<PLT, SHUT DN, ENG>
<WING, HIT, TREE>
<IL CAP, NOT SECURED, NULL>"
19780623018469A,"LOOSE BATTERY POST,LOSS OF ALTERNATOR EXCITING CURRENT.                                                            ","<LOSS OF ALTERNATOR EXCITING CURRENT, HAS CAUSE, LOOSE BATTERY POST>","<LOSS OF ALTERNATOR EXCITING CURRENT, HAS CAUSE, LOOSE BATTERY POST>"
19780607020299A,BECAME AIRBORNE AFTER TKOF ABORTED.                                                                                ,"<ABORTED, FOLLOWS, AIRBORNE>","<ABORTED, FOLLOWS, AIRBORNE>"
19780603041639I,FLIGHT APPARENTLY TOOK OFF WITH THE REAR CABIN ENTRY DOOR OPEN. DOOR WAS CLOSED IN FLIGHT.                         ,"<FLIGHT, AIRCRAFT TOOK OFF, NULL>
<REAR CABIN ENTRY DOOR, UNLOCKED, NULL>
<DOOR, CLOSED, INFLIGHT>","<FLIGHT, AIRCRAFT TOOK OFF, NULL>
<REAR CABIN ENTRY DOOR, UNLOCKED, NULL>
<DOOR, CLOSED, INFLIGHT>"
19780607010749A,FULL NOSE DOWN TRIM.                                                                                               ,,
19780607016509A,"TKOF FROM TRAILER,NO LOAD. R SKID TIEDOWN NOT REMOVED.                                                             ","<R SKID, UNHOOKED, TIEDOWN>","<R SKID, UNHOOKED, TIEDOWN>"
19780623036259I,PILOT LANDED ON BEACH AFTER NOTING SMOKE AND FUMES IN COCKPIT CAUSED BY GRASS AND DIRT IN ENGINE COMPARTMENT       ,"<PILOT, LANDED, BEACH>
<SMOKE AND FUMES IN COCKPIT, HAS CAUSE, GRASS AND DIRT IN ENGINE COMPARTMENT>","<PILOT, LANDED, BEACH>
<SMOKE AND FUMES IN COCKPIT, HAS CAUSE, GRASS AND DIRT IN ENGINE COMPARTMENT>"
19780623036419I,PILOT LANDED AFTER NOTING OIL ON WINDSHIELD. OIL CAP WAS LOOSE.                                                    ,"<OIL CAP, LOOSE, NULL>","<OIL CAP, LOOSE, NULL>"
19780624034629I,PILOT STRUCK WIRES AFTER ENGINE STOPPED AND STARTED AGAIN AFTER SWITCHING TANK. VENT STOPPED UP BY MUD DAUBERS.    ,"<PILOT, STRUCK, WIRES>
<ENGINE, STOPPED, NULL>
<ENGINE, STARTED AGAIN, AFTER SWITCHING TANK>
<VENT, STOPPED UP BY, MUD DAUBERS>","<PILOT, STRUCK, WIRES>
<ENGINE, STOPPED, NULL>
<ENGINE, STARTED AGAIN, AFTER SWITCHING TANK>
<VENT, STOPPED UP BY, MUD DAUBERS>"
19780625035919I,ENGINE QUIT AT 250 FEET ON CLIMBOUT. WATER AND OTHER FOREIGN MATERIAL FOUND IN THE GASCOLATOR BOWL.                ,"<ENGINE, QUIT, CLIMBOUT>
<WATER, LOCATION, GASCOLATOR>
<FOREIGN MATERIAL, LOCATION, GASCOLATOR>","<ENGINE, QUIT, CLIMBOUT>
<WATER, LOCATION, GASCOLATOR>
<FOREIGN MATERIAL, LOCATION, GASCOLATOR>"
19780625035779I,ENGINE STOPPED SOON AFTER TAKEOFF DUE TO FUEL SELECTOR MOVED BY A PASSENGER DURING LOADING.                        ,"<ENGINE, HAS CAUSE, FUEL SELECTOR MOVED BY A PASSENGER>
<ENGINE, FOLLOWS, TAKEOFF>","<ENGINE, HAS CAUSE, FUEL SELECTOR MOVED BY A PASSENGER>
<ENGINE, FOLLOWS, TAKEOFF>"
19780626034739I,ENGINE STOPPED ON NEWLY PURCHASED AIRPLANE DUE TO WATER IN THE FUEL SYSTEM. HAD BEEN STORED OUTSIDE.               ,"<ENGINE, HAS CAUSE, WATER IN THE FUEL SYSTEM>","<ENGINE, HAS CAUSE, WATER IN THE FUEL SYSTEM>"
19780812020899A,MUD DOBBER(WASP)NEST IN FUEL VENT LINE.                                                                            ,"<FUEL VENT LINE, INFLUENCED BY, MUD DAUBERS>","<FUEL VENT LINE, INFLUENCED BY, MUD DAUBERS>"
