c5,c119,gemma3_4b_it_triplets,phi4mini_instruct_triplets,gemma3_4b_it_triplets_clean,phi4mini_instruct_triplets_clean
19900625043489I,PILOT DID NOT COMPLETE PREFLIGHT. ON START UP LEFT ENGINE FLAMED OUT. INLET COVER ON AND PARTLY INGESTED.          ,"<PILOT, USED BY, PILOT>
<LEFT ENGINE, HAS EFFECT, FLAMED OUT>
<INLET COVER, PART OF, INLET COVER>","<PILOT, EVENT DISTANCE, PREFLIGHT>
<LEFT ENGINE, HAS CAUSE, FLAMED OUT>
<INLET COVER, HAS CAUSE, INGESTED>","<PILOT, USED BY, PILOT>
<LEFT ENGINE, HAS EFFECT, FLAMED OUT>
<INLET COVER, PART OF, INLET COVER>","<PILOT, EVENT DISTANCE, PREFLIGHT>
<LEFT ENGINE, HAS CAUSE, FLAMED OUT>
<INLET COVER, HAS CAUSE, INGESTED>"
19900724028329A,OBSERVED SPINNING TO IMPACT. OVER GROSS. FULL FLAPS FULL UP. TRIM FUEL UNPORTED.                                   ,"<SPINNING, HAS CAUSE, IMPACT>
<IMPACT, HAS EFFECT, GROSS>","<OBSERVED SPINNING, IMPACT, FULL FLAPS FULL UP>
<OBSERVED SPINNING, IMPACT, TRIM FUEL UNPORTED>","<SPINNING, HAS CAUSE, IMPACT>
<IMPACT, HAS EFFECT, GROSS>","<OBSERVED SPINNING, IMPACT, FULL FLAPS FULL UP>
<OBSERVED SPINNING, IMPACT, TRIM FUEL UNPORTED>"
19900629022789A,"TRIED TO DEPART WITH FULL FLAPS. UNABLE TO CLIMB,STRUCK TREES AND POWERLINE.                                       ","<CLIMB, HAS EFFECT, STRUCK TREES>
<CLIMB, HAS EFFECT, POWERLINE>","<TRIED TO DEPART, REASON, FULL FLAPS>
<UNABLE TO CLIMB, CAUSE, STRUCK TREES AND POWERLINE>","<CLIMB, HAS EFFECT, STRUCK TREES>
<CLIMB, HAS EFFECT, POWERLINE>","<TRIED TO DEPART, REASON, FULL FLAPS>
<UNABLE TO CLIMB, CAUSE, STRUCK TREES AND POWERLINE>"
19900709024889A,RIGHT BANK AND PITCH-UP ON LANDING FLARE. DAMAGED RIGHT MAIN GEAR. AUTO PILOT SWITCH BUMPED ON.                    ,"<RIGHT BANK, INSTANCE OF, PITCH-UP ON LANDING FLARE>
<RIGHT MAIN GEAR, HAS EFFECT, DAMAGED>
<AUTO PILOT SWITCH, BUMPED ON, RIGHT BANK>","<RIGHT BANK, HAS CAUSE, PITCH-UP ON LANDING FLARE>
<RIGHT MAIN GEAR, HAS CAUSE, DAMAGED>
<AUTO PILOT SWITCH, HAS CAUSE, BUMPED ON>","<RIGHT BANK, INSTANCE OF, PITCH-UP ON LANDING FLARE>
<RIGHT MAIN GEAR, HAS EFFECT, DAMAGED>
<AUTO PILOT SWITCH, BUMPED ON, RIGHT BANK>","<RIGHT BANK, HAS CAUSE, PITCH-UP ON LANDING FLARE>
<RIGHT MAIN GEAR, HAS CAUSE, DAMAGED>
<AUTO PILOT SWITCH, HAS CAUSE, BUMPED ON>"
19900706024509A,GEAR MOTOR RUNNING ON TAXI. NOSE GEAR BEGAN RETRACT ON TAKEOFF. ABORTED LANDED GEAR UP HAD GEAR LEVER UP AT START. ,"<GEAR MOTOR, RUNNING ON, TAXI>
<NOSE GEAR, STARTED, TAKEOFF>
<GEAR LEVER, UP AT, START>","<NOSE GEAR, BEGAN RETRACT, TAKEOFF>
<NOSE GEAR, ABORTED LANDED, GEAR UP>
<NOSE GEAR, ABORTED LANDED, GEAR LEVER UP>
<NOSE GEAR, ABORTED LANDED, START>","<GEAR MOTOR, RUNNING ON, TAXI>
<NOSE GEAR, STARTED, TAKEOFF>
<GEAR LEVER, UP AT, START>","<NOSE GEAR, BEGAN RETRACT, TAKEOFF>
<NOSE GEAR, ABORTED LANDED, GEAR UP>
<NOSE GEAR, ABORTED LANDED, GEAR LEVER UP>
<NOSE GEAR, ABORTED LANDED, START>"
19900529017769A,RIGHT WING FOLDED ON TAKEOFF CLIMB. HOMEBUILT CRASHED INTO TREES. RIGHT WING RETAINING PINS WERE ABSENT.           ,"<RIGHT WING, PART OF, CRASHED>
<CRASHED, HAS EFFECT, TREES>
<RIGHT WING, INSTANCE OF, HOMEBUILT>
<RIGHT WING, HAS CAUSE, RIGHT WING RETAINING PINS WERE ABSENT>
<TAKEOFF, FOLLOWED BY, CLIMB>","<RIGHT WING, FOLDED ON, TAKEOFF CLIMB>
<RIGHT WING, CRASHED INTO, TREES>
<RIGHT WING, RETAINING PINS, ABSENT>","<RIGHT WING, PART OF, CRASHED>
<CRASHED, HAS EFFECT, TREES>
<RIGHT WING, INSTANCE OF, HOMEBUILT>
<RIGHT WING, HAS CAUSE, RIGHT WING RETAINING PINS WERE ABSENT>
<TAKEOFF, FOLLOWED BY, CLIMB>","<RIGHT WING, FOLDED ON, TAKEOFF CLIMB>
<RIGHT WING, CRASHED INTO, TREES>
<RIGHT WING, RETAINING PINS, ABSENT>"
19900514018389A,HELICOPTER ROLLED OVER ON LIFTOFF FROM TRAILER. REFUELING HOSE MISPLACED OVER LANDING SKID.                        ,"<HELICOPTER, INSTANCE OF, HELICOPTER>
<HELICOPTER, EVENT DISTANCE, LIFTOFF>
<HELICOPTER, HAS EFFECT, ROLLED OVER>
<REFUELING HOSE, LOCATION, LANDING SKID>","<HELICOPTER, EVENT DISTANCE, LIFTOFF FROM TRAILER>
<REFUELING HOSE, LOCATION, OVER LANDING SKID>","<HELICOPTER, INSTANCE OF, HELICOPTER>
<HELICOPTER, EVENT DISTANCE, LIFTOFF>
<HELICOPTER, HAS EFFECT, ROLLED OVER>
<REFUELING HOSE, LOCATION, LANDING SKID>","<HELICOPTER, EVENT DISTANCE, LIFTOFF FROM TRAILER>
<REFUELING HOSE, LOCATION, OVER LANDING SKID>"
19900805058249I,GLIDER DID NOT GAIN ALTITUDE ON TAKEOFF. SPOILERS WERE NOT CLOSED. ABORTED AND LANDED IN PASTURE. HIT STREET LIGHT.,"<GLIDER, HAS CAUSE, SPOILERS WERE NOT CLOSED>
<GLIDER, HAS EFFECT, ABORTED AND LANDED IN PASTURE>
<GLIDER, HAS EFFECT, HIT STREET LIGHT>
<ABORTED, EVENT DISTANCE, PASTURE>
<ABORTED, HAS EFFECT, HIT STREET LIGHT>","<GLIDER, EVENT DISTANCE, TAKEOFF>
<GLIDER, EVENT DISTANCE, ABORTED AND LANDED IN PASTURE>
<GLIDER, EVENT DISTANCE, HIT STREET LIGHT>","<GLIDER, HAS CAUSE, SPOILERS WERE NOT CLOSED>
<GLIDER, HAS EFFECT, ABORTED AND LANDED IN PASTURE>
<GLIDER, HAS EFFECT, HIT STREET LIGHT>
<ABORTED, EVENT DISTANCE, PASTURE>
<ABORTED, HAS EFFECT, HIT STREET LIGHT>","<GLIDER, EVENT DISTANCE, TAKEOFF>
<GLIDER, EVENT DISTANCE, ABORTED AND LANDED IN PASTURE>
<GLIDER, EVENT DISTANCE, HIT STREET LIGHT>"
19901013047709A,RAN OUT OF FUEL NEAR DESTINATION. STRUCK AUTO LANDING ON HIGHWAY. LOOSE FUEL CAP SIPHONED FUEL. GAUGES INACCURATE. ,"<FUEL, HAS EFFECT, GAUGES INACCURATE>
<FUEL, HAS CAUSE, LOOSE FUEL CAP SIPHONED FUEL>
<FUEL, HAS CAUSE, RAN OUT OF FUEL>
<AUTO LANDING, INSTANCE OF, STRUCK>
<AUTO LANDING, LOCATION, HIGHWAY>
<DESTINATION, LOCATION, DESTINATION>","<RAN OUT OF FUEL, EVENT DISTANCE, NEAR DESTINATION>
<LOOSE FUEL CAP, HAS CAUSE, FUEL SIPHONED>
<GAUGES, HAS EFFECT, INACCURATE>
<STRUCK AUTO LANDING, LOCATION, HIGHWAY>","<FUEL, HAS EFFECT, GAUGES INACCURATE>
<FUEL, HAS CAUSE, LOOSE FUEL CAP SIPHONED FUEL>
<FUEL, HAS CAUSE, RAN OUT OF FUEL>
<AUTO LANDING, INSTANCE OF, STRUCK>
<AUTO LANDING, LOCATION, HIGHWAY>
<DESTINATION, LOCATION, DESTINATION>","<RAN OUT OF FUEL, EVENT DISTANCE, NEAR DESTINATION>
<LOOSE FUEL CAP, HAS CAUSE, FUEL SIPHONED>
<GAUGES, HAS EFFECT, INACCURATE>
<STRUCK AUTO LANDING, LOCATION, HIGHWAY>"
19900816033169A,ENGINE QUIT ON TAKEOFF. PUT ON FUEL PUMP ENGINE STARTED. TURNED PUMP OFF ENGINE QUIT. HIT TREES. NO DEFECTS FOUND. ,"<ENGINE, HAS CAUSE, ENGINE QUIT ON TAKEOFF>
<ENGINE, HAS EFFECT, PUT ON FUEL PUMP ENGINE STARTED>
<ENGINE, HAS CAUSE, ENGINE QUIT>
<ENGINE, HAS EFFECT, HIT TREES>
<ENGINE, HAS EFFECT, NO DEFECTS FOUND>","<ENGINE QUIT, FOLLOWED BY, PUT ON FUEL PUMP ENGINE STARTED>
<ENGINE QUIT, FOLLOWED BY, TURNED PUMP OFF>
<ENGINE QUIT, HAS CAUSE, HIT TREES>
<NO DEFECTS, RESULT OF, ENGINE QUIT>","<ENGINE, HAS CAUSE, ENGINE QUIT ON TAKEOFF>
<ENGINE, HAS EFFECT, PUT ON FUEL PUMP ENGINE STARTED>
<ENGINE, HAS CAUSE, ENGINE QUIT>
<ENGINE, HAS EFFECT, HIT TREES>
<ENGINE, HAS EFFECT, NO DEFECTS FOUND>","<ENGINE QUIT, FOLLOWED BY, PUT ON FUEL PUMP ENGINE STARTED>
<ENGINE QUIT, FOLLOWED BY, TURNED PUMP OFF>
<ENGINE QUIT, HAS CAUSE, HIT TREES>
<NO DEFECTS, RESULT OF, ENGINE QUIT>"
19900924053789I,PILOT IMPROPERLY SET HIS RADIO SELECTOR SWITCH GIVING INDICATION OF RADIO FAILURE. UNABLE TO COMMUNICATE WITH ATC. ,"<RADIO SELECTOR SWITCH, USED BY, PILOT>
<RADIO FAILURE, HAS CAUSE, IMPROPERLY SET RADIO SELECTOR SWITCH>
<RADIO FAILURE, HAS EFFECT, UNABLE TO COMMUNICATE WITH ATC>","<PILOT, USED BY, RADIO SELECTOR SWITCH>
<PILOT, HAS EFFECT, RADIO FAILURE INDICATION>
<PILOT, HAS EFFECT, UNABLE TO COMMUNICATE WITH ATC>","<RADIO SELECTOR SWITCH, USED BY, PILOT>
<RADIO FAILURE, HAS CAUSE, IMPROPERLY SET RADIO SELECTOR SWITCH>
<RADIO FAILURE, HAS EFFECT, UNABLE TO COMMUNICATE WITH ATC>","<PILOT, USED BY, RADIO SELECTOR SWITCH>
<PILOT, HAS EFFECT, RADIO FAILURE INDICATION>
<PILOT, HAS EFFECT, UNABLE TO COMMUNICATE WITH ATC>"
19901006044409A,ON LANDING ROLL PORTABLE OXYGEN BOTTLE UNDER SEAT ROLLED FORWARD AND JAMMED RUDDER PEDALS. EXITED RUNWAY.          ,"<PORTABLE OXYGEN BOTTLE, LOCATION, UNDER SEAT>
<RUNWAY, EVENT DISTANCE, LANDING ROLL>
<PEDALS, USED BY, PILOT>
<RUDDER, HAS EFFECT, JAMMED>","<LANDING ROLL, USED BY, PORTABLE OXYGEN BOTTLE>
<LANDING ROLL, HAS EFFECT, JAMMED RUDDER PEDALS>
<LANDING ROLL, LOCATION, EXITED RUNWAY>","<PORTABLE OXYGEN BOTTLE, LOCATION, UNDER SEAT>
<RUNWAY, EVENT DISTANCE, LANDING ROLL>
<PEDALS, USED BY, PILOT>
<RUDDER, HAS EFFECT, JAMMED>","<LANDING ROLL, USED BY, PORTABLE OXYGEN BOTTLE>
<LANDING ROLL, HAS EFFECT, JAMMED RUDDER PEDALS>
<LANDING ROLL, LOCATION, EXITED RUNWAY>"
19901116061599I,TURBULENCE ON CLIMBOUT. FLICK MAGNETO BROKE LOOSE IN BAGGAGE SPACE AND CRASHED THROUGH REAR WINDOW.                ,"<TURBULENCE, HAS CAUSE, FLICK MAGNETO>
<FLICK MAGNETO, INSTANCE OF, BREAKING LOOSE>
<FLICK MAGNETO, LOCATION, BAGGAGE SPACE>
<FLICK MAGNETO, HAS EFFECT, CRASHED THROUGH REAR WINDOW>
<CRASHED THROUGH REAR WINDOW, EVENT DISTANCE, TURBULENCE>","<FLICK MAGNETO, HAS CAUSE, CRASH>
<FLICK MAGNETO, USED BY, FLICK AIRCRAFT>
<FLICK AIRCRAFT, EVENT DISTANCE, REAR WINDOW>","<TURBULENCE, HAS CAUSE, FLICK MAGNETO>
<FLICK MAGNETO, INSTANCE OF, BREAKING LOOSE>
<FLICK MAGNETO, LOCATION, BAGGAGE SPACE>
<FLICK MAGNETO, HAS EFFECT, CRASHED THROUGH REAR WINDOW>
<CRASHED THROUGH REAR WINDOW, EVENT DISTANCE, TURBULENCE>","<FLICK MAGNETO, HAS CAUSE, CRASH>
<FLICK MAGNETO, USED BY, FLICK AIRCRAFT>
<FLICK AIRCRAFT, EVENT DISTANCE, REAR WINDOW>"
19901111049719A,DEPARTED IFR WITH INOPERATIVE VACUUM PUMP. LOST POWER. CRASHED INTO TREES. FUEL SELECTOR ON EMPTY TANK. FULL OTHER.,"<DEPARTED IFR, INSTANCE OF, CRASH>
<DEPARTED IFR, HAS EFFECT, LOST POWER>
<LOST POWER, HAS CAUSE, INOPERATIVE VACUUM PUMP>
<CRASH, LOCATION, TREES>
<FUEL SELECTOR, USED BY, EMPTY TANK>
<FUEL SELECTOR, USED BY, FULL OTHER>","<DEPARTED IFR, CAUSE, INOPERATIVE VACUUM PUMP>
<DEPARTED IFR, CAUSE, LOST POWER>
<DEPARTED IFR, CAUSE, CRASHED INTO TREES>
<DEPARTED IFR, CAUSE, FUEL SELECTOR ON EMPTY TANK>
<DEPARTED IFR, CAUSE, FULL OTHER>","<DEPARTED IFR, INSTANCE OF, CRASH>
<DEPARTED IFR, HAS EFFECT, LOST POWER>
<LOST POWER, HAS CAUSE, INOPERATIVE VACUUM PUMP>
<CRASH, LOCATION, TREES>
<FUEL SELECTOR, USED BY, EMPTY TANK>
<FUEL SELECTOR, USED BY, FULL OTHER>","<DEPARTED IFR, CAUSE, INOPERATIVE VACUUM PUMP>
<DEPARTED IFR, CAUSE, LOST POWER>
<DEPARTED IFR, CAUSE, CRASHED INTO TREES>
<DEPARTED IFR, CAUSE, FUEL SELECTOR ON EMPTY TANK>
<DEPARTED IFR, CAUSE, FULL OTHER>"
19901108060109I,FUEL EXHAUSTION OCCURED AFTER SWITCHING TANKS. DIVERTED FOR LANDING. TANKS HAD FUEL. SUSPECT ICE IN LINE.          ,"<FUEL EXHAUSTION, HAS CAUSE, SWITCHING TANKS>
<FUEL EXHAUSTION, HAS EFFECT, DIVERTED FOR LANDING>
<TANKS, PART OF, FUEL EXHAUSTION>
<TANKS, HAS EFFECT, FUEL>
<SUSPECT ICE IN LINE, INFLUENCED BY, FUEL EXHAUSTION>","<FUEL EXHAUSTION, HAS CAUSE, SWITCHING TANKS>
<FUEL EXHAUSTION, EVENT DISTANCE, DIVERTED FOR LANDING>
<TANKS, USED BY, FUEL>
<SUSPECT ICE, INFLUENCED BY, LINE>","<FUEL EXHAUSTION, HAS CAUSE, SWITCHING TANKS>
<FUEL EXHAUSTION, HAS EFFECT, DIVERTED FOR LANDING>
<TANKS, PART OF, FUEL EXHAUSTION>
<TANKS, HAS EFFECT, FUEL>
<SUSPECT ICE IN LINE, INFLUENCED BY, FUEL EXHAUSTION>","<FUEL EXHAUSTION, HAS CAUSE, SWITCHING TANKS>
<FUEL EXHAUSTION, EVENT DISTANCE, DIVERTED FOR LANDING>
<TANKS, USED BY, FUEL>
<SUSPECT ICE, INFLUENCED BY, LINE>"
19901115062689A,YAWED 180 DEGREES AND SETTLED HARD TO RUNWAY WHILE TAXIING TO RUNWAY. HYDRAULIC TEST AND OFF SWITCHES IDENTICAL.   ,"<YAWED 180 DEGREES, HAS EFFECT, SETTLED HARD TO RUNWAY>
<YAWED 180 DEGREES, EVENT DISTANCE, TAXIING TO RUNWAY>
<HYDRAULIC TEST, INSTANCE OF, OFF SWITCHES>","<180 DEGREES, YAWED, 180 DEGREES>
<180 DEGREES, SETTLED, HARD TO RUNWAY>
<180 DEGREES, SETTLED, TAXIING TO RUNWAY>
<180 DEGREES, YAWED, YAWED 180 DEGREES>
<180 DEGREES, YAWED, SETTLED HARD TO RUNWAY>
<180 DEGREES, YAWED, TAXIING TO RUNWAY>
<180 DEGREES, YAWED, YAWED 180 DEGREES>
<180 DEGREES, YAWED, SETTLED HARD TO RUNWAY>
<180 DEGREES, YAWED, TAXIING TO RUNWAY>","<YAWED 180 DEGREES, HAS EFFECT, SETTLED HARD TO RUNWAY>
<YAWED 180 DEGREES, EVENT DISTANCE, TAXIING TO RUNWAY>
<HYDRAULIC TEST, INSTANCE OF, OFF SWITCHES>","<180 DEGREES, YAWED, 180 DEGREES>
<180 DEGREES, SETTLED, HARD TO RUNWAY>
<180 DEGREES, SETTLED, TAXIING TO RUNWAY>
<180 DEGREES, YAWED, YAWED 180 DEGREES>
<180 DEGREES, YAWED, SETTLED HARD TO RUNWAY>
<180 DEGREES, YAWED, TAXIING TO RUNWAY>
<180 DEGREES, YAWED, YAWED 180 DEGREES>
<180 DEGREES, YAWED, SETTLED HARD TO RUNWAY>
<180 DEGREES, YAWED, TAXIING TO RUNWAY>"
19900922041649A,GLIDER PITCHED UP ON TAKEOFF WAS SAFELY RELEASED AND DIVED INTO GROUND. PILOT HAD NEGLECTED TO HOOK UP ELEVATORS.  ,"<GLIDER PITCHED UP ON TAKEOFF, EVENT DISTANCE, GROUND>
<PILOT, USED BY, ELEVATORS>
<NEGLECTED TO HOOK UP ELEVATORS, HAS CAUSE, GLIDER PITCHED UP ON TAKEOFF>","<GLIDER, EVENT DISTANCE, TAKEOFF>
<GLIDER, HAS EFFECT, SAFELY RELEASED>
<GLIDER, HAS EFFECT, DIVED INTO GROUND>
<PILOT, HAS CAUSE, NEGLECTED TO HOOK UP ELEVATORS>","<GLIDER PITCHED UP ON TAKEOFF, EVENT DISTANCE, GROUND>
<PILOT, USED BY, ELEVATORS>
<NEGLECTED TO HOOK UP ELEVATORS, HAS CAUSE, GLIDER PITCHED UP ON TAKEOFF>","<GLIDER, EVENT DISTANCE, TAKEOFF>
<GLIDER, HAS EFFECT, SAFELY RELEASED>
<GLIDER, HAS EFFECT, DIVED INTO GROUND>
<PILOT, HAS CAUSE, NEGLECTED TO HOOK UP ELEVATORS>"
19900811033119A,ENGINE QUIT ON CLIMBOUT. STALLED. SPUN IN. NEGLECTED INSTALL ENGINE DRIVEN FUEL PUMP PER PLANS. AUX PUMP OFF.      ,"<ENGINE, INSTANCE OF, ENGINE QUIT>
<ENGINE QUIT, HAS CAUSE, NEGLECTED INSTALL>
<INSTALL, PART OF, PLANS>
<FUEL PUMP, INSTANCE OF, ENGINE DRIVEN FUEL PUMP>
<FUEL PUMP, HAS EFFECT, AUX PUMP OFF>
<STALLED, FOLLOWED BY, SPUN IN>
<CLIMBOUT, EVENT DISTANCE, ENGINE QUIT>","<ENGINE, QUIT, CLIMBOUT>
<ENGINE, STALLED, CLIMBOUT>
<ENGINE, SPUN IN, CLIMBOUT>
<ENGINE, NEGLECTED, DRIVEN FUEL PUMP>
<DRIVEN FUEL PUMP, INSTALLED, PLANS>
<AUX PUMP, OFF, CLIMBOUT>","<ENGINE, INSTANCE OF, ENGINE QUIT>
<ENGINE QUIT, HAS CAUSE, NEGLECTED INSTALL>
<INSTALL, PART OF, PLANS>
<FUEL PUMP, INSTANCE OF, ENGINE DRIVEN FUEL PUMP>
<FUEL PUMP, HAS EFFECT, AUX PUMP OFF>
<STALLED, FOLLOWED BY, SPUN IN>
<CLIMBOUT, EVENT DISTANCE, ENGINE QUIT>","<ENGINE, QUIT, CLIMBOUT>
<ENGINE, STALLED, CLIMBOUT>
<ENGINE, SPUN IN, CLIMBOUT>
<ENGINE, NEGLECTED, DRIVEN FUEL PUMP>
<DRIVEN FUEL PUMP, INSTALLED, PLANS>
<AUX PUMP, OFF, CLIMBOUT>"
19901103048519A,STALLED AND FELL INTO LAKE ON TEST FLIGHT. ENGINES NOT CAPABLE FULL POWER DUE TO OPEN SURGE VALVES AND CABIN AIR ON,"<TEST FLIGHT, HAS CAUSE, STALLED>
<TEST FLIGHT, EVENT DISTANCE, LAKE>
<ENGINES, HAS EFFECT, NOT CAPABLE FULL POWER>
<ENGINES, HAS CAUSE, OPEN SURGE VALVES>
<CABIN AIR, HAS EFFECT, NOT CAPABLE FULL POWER>","<TEST FLIGHT, EVENT DISTANCE, LAKE>
<ENGINES, HAS CAUSE, OPEN SURGE VALVES>
<ENGINES, HAS CAUSE, CABIN AIR>","<TEST FLIGHT, HAS CAUSE, STALLED>
<TEST FLIGHT, EVENT DISTANCE, LAKE>
<ENGINES, HAS EFFECT, NOT CAPABLE FULL POWER>
<ENGINES, HAS CAUSE, OPEN SURGE VALVES>
<CABIN AIR, HAS EFFECT, NOT CAPABLE FULL POWER>","<TEST FLIGHT, EVENT DISTANCE, LAKE>
<ENGINES, HAS CAUSE, OPEN SURGE VALVES>
<ENGINES, HAS CAUSE, CABIN AIR>"
19901114065859I,OIL STARTED SPRAYING UPON WINDSHIELD IN FLIGHT. PRECAUTIONARY LANDING. FOUND OIL DIPSTICK HAD BEEN LEFT OFF.       ,"<OIL, HAS CAUSE, PRECAUTIONARY LANDING>
<OIL, HAS EFFECT, WINDSHIELD>
<OIL DIPSTICK, PART OF, WINDSHIELD>
<PRECAUTIONARY LANDING, EVENT DISTANCE, FLIGHT>","<WINDSHIELD, HAS CAUSE, OIL SPRAYING UPON>
<WINDSHIELD, EVENT DISTANCE, PRECAUTIONARY LANDING>
<OIL DIPSTICK, LOCATION, OFF>","<OIL, HAS CAUSE, PRECAUTIONARY LANDING>
<OIL, HAS EFFECT, WINDSHIELD>
<OIL DIPSTICK, PART OF, WINDSHIELD>
<PRECAUTIONARY LANDING, EVENT DISTANCE, FLIGHT>","<WINDSHIELD, HAS CAUSE, OIL SPRAYING UPON>
<WINDSHIELD, EVENT DISTANCE, PRECAUTIONARY LANDING>
<OIL DIPSTICK, LOCATION, OFF>"
19901019064929I,NOSE GEAR COLLAPSED WHEN PILOT ENTERED TAXIWAY UNDER CONSTRUCTION. POORLY LIGHTED AND NO WARNING SIGNS.            ,"<NOSE GEAR, COLLAPSED WHEN, PILOT>
<PILOT, ENTERED TAXIWAY, UNDER CONSTRUCTION>
<TAXIWAY, LOCATION, UNDER CONSTRUCTION>
<WARNING SIGNS, HAS EFFECT, NOSE GEAR>","<Nose Gear, HAS CAUSE, COLLAPSED>
<Pilot, EVENT DISTANCE, TAXIWAY UNDER CONSTRUCTION>
<Pilot, LOCATION, TAXIWAY>
<No Warning Signs, LOCATION, TAXIWAY UNDER CONSTRUCTION>","<NOSE GEAR, COLLAPSED WHEN, PILOT>
<PILOT, ENTERED TAXIWAY, UNDER CONSTRUCTION>
<TAXIWAY, LOCATION, UNDER CONSTRUCTION>
<WARNING SIGNS, HAS EFFECT, NOSE GEAR>","<Nose Gear, HAS CAUSE, COLLAPSED>
<Pilot, EVENT DISTANCE, TAXIWAY UNDER CONSTRUCTION>
<Pilot, LOCATION, TAXIWAY>
<No Warning Signs, LOCATION, TAXIWAY UNDER CONSTRUCTION>"
19901101064289I,FUEL CAP MISSING FROM RIGHT TANK AND GAS ESCAPING WHILE TAXIING. REPLACED CAP. RESUMED FLIGHT WITHOUT CLEANING WING,"<FUEL CAP, MISSING FROM, RIGHT TANK>
<GAS, HAS EFFECT, ESCAPING>
<FUEL CAP, REPLACED BY, FUEL CAP>
<FLIGHT, FOLLOWED BY, RESUMED FLIGHT>","<FUEL CAP, MISSING FROM, RIGHT TANK>
<FUEL CAP, REPLACED BY, TAXIING>
<FUEL CAP, HAS CAUSE, GAS ESCAPING>
<FUEL CAP, HAS EFFECT, TAXIING>
<FLIGHT, RESUMED, CLEANING WING>","<FUEL CAP, MISSING FROM, RIGHT TANK>
<GAS, HAS EFFECT, ESCAPING>
<FUEL CAP, REPLACED BY, FUEL CAP>
<FLIGHT, FOLLOWED BY, RESUMED FLIGHT>","<FUEL CAP, MISSING FROM, RIGHT TANK>
<FUEL CAP, REPLACED BY, TAXIING>
<FUEL CAP, HAS CAUSE, GAS ESCAPING>
<FUEL CAP, HAS EFFECT, TAXIING>
<FLIGHT, RESUMED, CLEANING WING>"
19901123065189I,UNABLE TO RETRACT LANDING GEAR AFTER TAKEOFF. GEAR BY-PASS HANDLE WAS LEFT IN THE BY-PASS POSITION ON TAKEOFF.     ,"<GEAR BY-PASS HANDLE, IN, BY-PASS POSITION>
<GEAR BY-PASS HANDLE, TIME PERIOD, TAKEOFF>
<LANDING GEAR, HAS EFFECT, UNABLE TO RETRACT>","<LANDING GEAR, BY-PASS HANDLE, LEFT IN THE BY-PASS POSITION ON TAKEOFF>","<GEAR BY-PASS HANDLE, IN, BY-PASS POSITION>
<GEAR BY-PASS HANDLE, TIME PERIOD, TAKEOFF>
<LANDING GEAR, HAS EFFECT, UNABLE TO RETRACT>","<LANDING GEAR, BY-PASS HANDLE, LEFT IN THE BY-PASS POSITION ON TAKEOFF>"
19901117051049A,TRIED TO DEPART SHORT CLOSED STRIP AFTER LANDING DUE LOW OIL. UNABLE RAN OFF END. PISTON RINGS BROKEN. LOST TEMPER.,"<LOW OIL, HAS CAUSE, UNABLE>
<UNABLE, FOLLOWED BY, RAN OFF END>
<PISTON RINGS, PART OF, LOST TEMPER>","<TRIED TO DEPART, FOLLOWED BY, SHORT CLOSED STRIP AFTER LANDING DUE LOW OIL>
<UNABLE RAN OFF, FOLLOWED BY, END>
<LOST TEMPER, HAS EFFECT, PISTON RINGS BROKEN>","<LOW OIL, HAS CAUSE, UNABLE>
<UNABLE, FOLLOWED BY, RAN OFF END>
<PISTON RINGS, PART OF, LOST TEMPER>","<TRIED TO DEPART, FOLLOWED BY, SHORT CLOSED STRIP AFTER LANDING DUE LOW OIL>
<UNABLE RAN OFF, FOLLOWED BY, END>
<LOST TEMPER, HAS EFFECT, PISTON RINGS BROKEN>"
19900924042209A,LEFT ENGINE QUIT ON CLIMBOUT. LANDED GEAR UP OFF AIRPORT. HAD FEATHERED WRONG PROP. MIXTURE TOO RICH ON LEFT ENGINE,"<LEFT ENGINE, HAS CAUSE, CLIMBOUT>
<LEFT ENGINE, HAS EFFECT, LANDED GEAR UP OFF AIRPORT>
<LEFT ENGINE, HAS EFFECT, HAD FEATHERED WRONG PROP>
<LEFT ENGINE, HAS EFFECT, MIXTURE TOO RICH>","<LEFT ENGINE, QUIT ON, CLIMBOUT>
<MIXTURE, TOO RICH ON, LEFT ENGINE>
<LANDED GEAR, LOCATION, AIRPORT>","<LEFT ENGINE, HAS CAUSE, CLIMBOUT>
<LEFT ENGINE, HAS EFFECT, LANDED GEAR UP OFF AIRPORT>
<LEFT ENGINE, HAS EFFECT, HAD FEATHERED WRONG PROP>
<LEFT ENGINE, HAS EFFECT, MIXTURE TOO RICH>","<LEFT ENGINE, QUIT ON, CLIMBOUT>
<MIXTURE, TOO RICH ON, LEFT ENGINE>
<LANDED GEAR, LOCATION, AIRPORT>"
