c5,c119,gpt4o_triplets,gpt4o_triplets_clean
19890502019819I,UNABLE TO RETRACT RIGHT MAIN GEAR ON CLIMBOUT. RETURNED AFTER DUMPING FUEL. LANDING GEAR SAFETY PIN WAS IN PLACE.  ,"<RIGHT MAIN GEAR, USED BY, AIRPLANE>
<LANDING GEAR SAFETY PIN, PART OF, AIRPLANE>","<RIGHT MAIN GEAR, USED BY, AIRPLANE>
<LANDING GEAR SAFETY PIN, PART OF, AIRPLANE>"
19890212002089A,"SETTLED TO RUNWAY, BOUNCED TWICE USING UP RUNWAY. BEGAN GO AROUND. IMPACTED ON TURNOUT NOSE DOWN.                  ","<RUNWAY, USED BY, AIRCRAFT>","<RUNWAY, USED BY, AIRCRAFT>"
19890505030929I,ABORTED TAKEOFF WHEN NOSE BAGGAGE DOOR OPENED. TAXIED TO RAMP. PILOT DID NOT RECALL CHECKING DOOR.                 ,"<ABORTED TAKEOFF, HAS CAUSE, NOSE BAGGAGE DOOR OPENED>","<ABORTED TAKEOFF, HAS CAUSE, NOSE BAGGAGE DOOR OPENED>"
19890321019889I,UNABLE TO RETRACT GEAR. RETURNED AND LANDED SAFELY. NOSE GEAR LOCK PINS INSTALLED. REMOVED AND RESUMED FLIGHT.     ,"<GEAR, HAS EFFECT, UNABLE TO RETRACT>
<FLIGHT, FOLLOWS, REMOVED NOSE GEAR LOCK PINS>
<FLIGHT, HAS CAUSE, NOSE GEAR LOCK PINS INSTALLED>
<FLIGHT, HAS EFFECT, RETURNED AND LANDED SAFELY>","<GEAR, HAS EFFECT, UNABLE TO RETRACT>
<FLIGHT, FOLLOWS, REMOVED NOSE GEAR LOCK PINS>
<FLIGHT, HAS CAUSE, NOSE GEAR LOCK PINS INSTALLED>
<FLIGHT, HAS EFFECT, RETURNED AND LANDED SAFELY>"
19890308009319I,STUDENT DELAYED GEAR EXTENSION ON SIMULATED ENGINE FAILURE. TOWER ADVISED GEAR UP. LOWERED GEAR AND LANDED.        ,"<STUDENT, INSTANCE OF, PERSON>
<GEAR EXTENSION, FOLLOWS, SIMULATED ENGINE FAILURE>
<TOWER, ADVISED, GEAR UP>
<STUDENT, LOWERED, GEAR>
<STUDENT, LANDED, AIRCRAFT>","<STUDENT, INSTANCE OF, PERSON>
<GEAR EXTENSION, FOLLOWS, SIMULATED ENGINE FAILURE>
<TOWER, ADVISED, GEAR UP>
<STUDENT, LOWERED, GEAR>
<STUDENT, LANDED, AIRCRAFT>"
19890421019839I,NR2 FIRE WARNING ON CLIMBOUT. SHUT ENGINE DOWN AND RETURNED. FOUND BIRD NEST BEING BUILT IN ENGINE INTAKE. NO FIRE.,"<BIRD NEST, LOCATION, ENGINE INTAKE>","<BIRD NEST, LOCATION, ENGINE INTAKE>"
19890221013499I,ELEVATOR PARTIALLY JAMMED IN CRUISE. EMERGENCY LANDING AT BURLINGTON WITHOUT INCIDENT. ICE IN HULL CAUSED PROBLEM. ,"<ELEVATOR, HAS EFFECT, PARTIALLY JAMMED>
<EMERGENCY LANDING, LOCATION, BURLINGTON>
<ICE IN HULL, HAS CAUSE, PROBLEM>","<ELEVATOR, HAS EFFECT, PARTIALLY JAMMED>
<EMERGENCY LANDING, LOCATION, BURLINGTON>
<ICE IN HULL, HAS CAUSE, PROBLEM>"
19890311003709A,VEERED OFF RUNWAY AND OVERTURNED ON TAKEOFF. FOUND LOOSE FRONT COCKPIT SEAT HAD FALLEN TO FLOOR. JAMMED LEFT BRAKE.,"<FRONT COCKPIT SEAT, HAS CAUSE, VEERED OFF RUNWAY>","<FRONT COCKPIT SEAT, HAS CAUSE, VEERED OFF RUNWAY>"
19890306022879I,LEFT ENGINE DID NOT DEVELOP ENOUGH POWER ON TAKEOFF. ABORTED. RAN OFF RUNWAY. FOUND WATER IN SUMP.                 ,"<LEFT ENGINE, HAS EFFECT, DID NOT DEVELOP ENOUGH POWER ON TAKEOFF>
<RAN OFF RUNWAY, HAS CAUSE, ABORTED>
<FOUND WATER, LOCATION, SUMP>","<LEFT ENGINE, HAS EFFECT, DID NOT DEVELOP ENOUGH POWER ON TAKEOFF>
<RAN OFF RUNWAY, HAS CAUSE, ABORTED>
<FOUND WATER, LOCATION, SUMP>"
19890505026419I,ENGINE FAILED ON TAKEOFF. HARD LANDING ON RAMP. LEFT AND NOSE GEAR BROKE OFF. FOUND WATER IN FUEL.                 ,"<ENGINE, HAS EFFECT, FAILED ON TAKEOFF>
<HARD LANDING, HAS CAUSE, ENGINE FAILED>
<LEFT AND NOSE GEAR, HAS EFFECT, BROKE OFF>
<WATER, LOCATION, FUEL>","<ENGINE, HAS EFFECT, FAILED ON TAKEOFF>
<HARD LANDING, HAS CAUSE, ENGINE FAILED>
<LEFT AND NOSE GEAR, HAS EFFECT, BROKE OFF>
<WATER, LOCATION, FUEL>"
19890324004579A,NOSED UP ON LIFTOFF. UNABLE TO COMPENSATE AND STALLED. CONTROL STICK IN FRONT COCKPIT WAS TIED AFT BY THE SEATBELT.,"<CONTROL STICK, LOCATION, FRONT COCKPIT>","<CONTROL STICK, LOCATION, FRONT COCKPIT>"
19890215010129I,SHUT DOWN ENGINE BECAUSE OF OIL LEAK AND PRESSURE FLUCTUATION. LANDED SAFELY. FOUND LOOSE OIL DIPSTICK.            ,"<ENGINE, HAS CAUSE, OIL LEAK>
<ENGINE, HAS CAUSE, PRESSURE FLUCTUATION>
<ENGINE, HAS EFFECT, SHUT DOWN>
<SHUT DOWN, HAS EFFECT, LANDED SAFELY>
<OIL LEAK, HAS CAUSE, LOOSE OIL DIPSTICK>","<ENGINE, HAS CAUSE, OIL LEAK>
<ENGINE, HAS CAUSE, PRESSURE FLUCTUATION>
<ENGINE, HAS EFFECT, SHUT DOWN>
<SHUT DOWN, HAS EFFECT, LANDED SAFELY>
<OIL LEAK, HAS CAUSE, LOOSE OIL DIPSTICK>"
19890503010699A,CONFLICTING REPORTS FROM CFI AND STUDENT. LOST RIGHT ENGINE ON TAKEOFF DUE FUEL PUMPS OFF. IMPROPER CFI PROCEDURES.,"<RIGHT ENGINE, HAS CAUSE, FUEL PUMPS OFF>","<RIGHT ENGINE, HAS CAUSE, FUEL PUMPS OFF>"
19890220017259I,SMOKE IN COCKPIT AFTER HEATER TURNED ON. RETURNED. OIL SPILL DURING PREFLIGHT SERVICE WAS SOURCE OF SMOKE.         ,"<SMOKE, HAS CAUSE, OIL SPILL>","<SMOKE, HAS CAUSE, OIL SPILL>"
19890206009289I,NOSE GEAR LEFT RUNWAY WHILE MAKING 180 DEGREE TURN. PILOT LOWT DIRECTIONAL CONTROL. MISUSED THROTTLES.             ,"<NOSE GEAR, HAS EFFECT, LEFT RUNWAY>","<NOSE GEAR, HAS EFFECT, LEFT RUNWAY>"
19890328004879I,TOOK OFF WITH TOW BAR ATTACHED. UNABLE TO RETRACT NOSE GEAR. DAMAGED DOWN LOCK. GEAR COLLAPSED ON LANDING.         ,"<NOSE GEAR, UNABLE TO RETRACT, TOW BAR ATTACHED>
<GEAR, COLLAPSED ON, LANDING>","<NOSE GEAR, UNABLE TO RETRACT, TOW BAR ATTACHED>
<GEAR, COLLAPSED ON, LANDING>"
19890125022859I,LEFT ENGINE FAILED WHEN FUEL BOOST PUMP SET ON HIGH. SAFE LANDING. UNFAMILIAR SWITCHES AND PILOT FLOODED ENGINE.   ,"<LEFT ENGINE, HAS CAUSE, FUEL BOOST PUMP SET ON HIGH>
<PILOT, HAS CAUSE, UNFAMILIAR SWITCHES>
<UNFAMILIAR SWITCHES, HAS EFFECT, PILOT FLOODED ENGINE>","<LEFT ENGINE, HAS CAUSE, FUEL BOOST PUMP SET ON HIGH>
<PILOT, HAS CAUSE, UNFAMILIAR SWITCHES>
<UNFAMILIAR SWITCHES, HAS EFFECT, PILOT FLOODED ENGINE>"
19890415008079A,SMELLED SMOKE IN CABIN. MADE PRECAUTIONARY LANDING IN A SOLT FIELD AND NOSED OVER. FOUND BIRD NEST IN CYLINDERS.   ,"<PRECAUTIONARY LANDING, LOCATION, SALT FIELD>","<PRECAUTIONARY LANDING, LOCATION, SALT FIELD>"
19890211010529I,REPORTED AN OIL LEAK AFTER TAKEOFF. RETURNED. LANDED SAFELY. PILOT FORGOT TO REPLACE OIL CAP AFTER OIL CHANGE.     ,"<OIL LEAK, HAS CAUSE, PILOT FORGOT TO REPLACE OIL CAP>","<OIL LEAK, HAS CAUSE, PILOT FORGOT TO REPLACE OIL CAP>"
19890728051289I,CABIN DOOR CAME AJAR AT TOP INFLIGHT. PRECAUTIONARY LANDING. TOP LATCH NOT ENGAGED.                                ,"<CABIN DOOR, HAS CAUSE, TOP LATCH NOT ENGAGED>","<CABIN DOOR, HAS CAUSE, TOP LATCH NOT ENGAGED>"
19890715028739A,CANOPY CAME OPEN ON TOW. ROPE BROKE FROM DRAG. PILOT MADE 180 AND LANDED HARD ON SAME RUNWAY. NO LATCH DEFECTS.    ,"<PILOT, HAS EFFECT, LANDED HARD>","<PILOT, HAS EFFECT, LANDED HARD>"
19890723054159I,AFTER LANDING IT WAS DETERMINED THERE WAS INSUFFICIENT NUMBER OF SEATS AND OXYGEN MASKS FOR PASSENGERS ONBOARD.    ,"<INSUFFICIENT NUMBER OF SEATS AND OXYGEN MASKS, HAS EFFECT, PASSENGERS ONBOARD>","<INSUFFICIENT NUMBER OF SEATS AND OXYGEN MASKS, HAS EFFECT, PASSENGERS ONBOARD>"
19890712022199A,NOTICED SLOW SPEED ON CLIMBOUT AND UNABLE TO CLEAR TREES.ABORTED. LANDED NOSE FIRST. FLIPPED OVER. FLAPS FULL DOWN.,"<CLIMBOUT, HAS EFFECT, SLOW SPEED>","<CLIMBOUT, HAS EFFECT, SLOW SPEED>"
19890723024549A,REPORTED LOOSING POWER EN ROUTE. PANICED. CRASHED INTO POND. FOUND FEUEL CAP OFF. SIPHONED FUEL.                   ,"<POWER, HAS EFFECT, LOOSING>
<CRASH, LOCATION, POND>
<FUEL CAP, HAS CAUSE, OFF>
<FUEL, HAS CAUSE, SIPHONED>","<POWER, HAS EFFECT, LOOSING>
<CRASH, LOCATION, POND>
<FUEL CAP, HAS CAUSE, OFF>
<FUEL, HAS CAUSE, SIPHONED>"
19890619031449I,OIL COVERED WINDSHIELD. EMERGENCY LANDING IN FIELD. OIL CAP DIPSTICK WAS MISSING. HAD PRIOR OIL CHANGE.            ,"<OIL COVERED WINDSHIELD, HAS CAUSE, MISSING OIL CAP DIPSTICK>","<OIL COVERED WINDSHIELD, HAS CAUSE, MISSING OIL CAP DIPSTICK>"
19890812028949A,"LOST RIGHT ENGINE ON CLIMBOUT FEATHERED RETURNED AND LOST LEFT ENGINE,LANDED IN A CANAL.BOTH ENGINES TRAILING SMOKE","<RIGHT ENGINE, PART OF, ENGINES>
<LEFT ENGINE, PART OF, ENGINES>
<ENGINES, TRAILING, SMOKE>
<LANDED, LOCATION, CANAL>","<RIGHT ENGINE, PART OF, ENGINES>
<LEFT ENGINE, PART OF, ENGINES>
<ENGINES, TRAILING, SMOKE>
<LANDED, LOCATION, CANAL>"
19890523027869I,WHILE TAXIING FOR TAKEOFF THE RIGHT MAIN GEAR SANK THROUGH THE ASPHALT STOPPING THE AIRCRAFT. NO DAMAGE OR INJURIES,"<RIGHT MAIN GEAR, HAS EFFECT, SANK THROUGH THE ASPHALT>","<RIGHT MAIN GEAR, HAS EFFECT, SANK THROUGH THE ASPHALT>"
19890716038839I,ENGINE FAILED ON GEAR RETRACTION. LANDED GEAR UP ON SAME RUNWAY. FOUND WATER IN FUEL.                              ,"<ENGINE, HAS EFFECT, FAILED>
<FAILED, HAS CAUSE, GEAR RETRACTION>
<LANDED, HAS EFFECT, GEAR UP>
<LANDED, LOCATION, SAME RUNWAY>
<WATER, LOCATION, FUEL>","<ENGINE, HAS EFFECT, FAILED>
<FAILED, HAS CAUSE, GEAR RETRACTION>
<LANDED, HAS EFFECT, GEAR UP>
<LANDED, LOCATION, SAME RUNWAY>
<WATER, LOCATION, FUEL>"
19890714022489A,"NOT ACCELERATING ON TAKEOFF, ABORTED AND RAN OFF END OF RUNWAY. HIT FENCE AND A VAN. PARKING BRAKE NOT RELEASED.   ","<PARKING BRAKE, HAS CAUSE, NOT RELEASED>","<PARKING BRAKE, HAS CAUSE, NOT RELEASED>"
19890714042979I,FLUCTUATING ENGINE OIL PRESSURE. PRECAUTIONARY LANDING. DISCOVERED A LOOSE OIL FILTER CAP.                         ,"<FLUCTUATING ENGINE OIL PRESSURE, HAS EFFECT, PRECAUTIONARY LANDING>
<PRECAUTIONARY LANDING, HAS CAUSE, FLUCTUATING ENGINE OIL PRESSURE>
<FLUCTUATING ENGINE OIL PRESSURE, HAS CAUSE, LOOSE OIL FILTER CAP>","<FLUCTUATING ENGINE OIL PRESSURE, HAS EFFECT, PRECAUTIONARY LANDING>
<PRECAUTIONARY LANDING, HAS CAUSE, FLUCTUATING ENGINE OIL PRESSURE>
<FLUCTUATING ENGINE OIL PRESSURE, HAS CAUSE, LOOSE OIL FILTER CAP>"
19890815029909A,RELEASED TOW ON INITIAL TAKEOFF AND LANDED HARD OFF AIRPORT. TOW PLANE SIGNALED SPOILERS DEPLOYED NOT A DISCONNECT.,"<TOW, INSTANCE OF, INITIAL TAKEOFF>","<TOW, INSTANCE OF, INITIAL TAKEOFF>"
19890523030589I,LOW OIL PRESSURE AND OIL LEAK INFLIGHT. SHUT DOWN. LANDED FAST AND BLEW 2 TIRES BRAKING. OIL CAP LOCK TANG UNLOCKED,"<LOW OIL PRESSURE, HAS EFFECT, SHUT DOWN>
<OIL LEAK, HAS EFFECT, SHUT DOWN>
<SHUT DOWN, HAS EFFECT, LANDED FAST>
<LANDED FAST, HAS EFFECT, BLEW 2 TIRES BRAKING>
<OIL CAP LOCK TANG, HAS CAUSE, OIL LEAK>","<LOW OIL PRESSURE, HAS EFFECT, SHUT DOWN>
<OIL LEAK, HAS EFFECT, SHUT DOWN>
<SHUT DOWN, HAS EFFECT, LANDED FAST>
<LANDED FAST, HAS EFFECT, BLEW 2 TIRES BRAKING>
<OIL CAP LOCK TANG, HAS CAUSE, OIL LEAK>"
19890621016669A,TRIED TO TAKE OFF WITH CEMENT TAIL TIEDOWN ATTACHED. SECOND TRY ROPE BROKE LIFTED OFF NOSE HIGH HIT TREES ON SHORE.,"<SECOND TRY, FOLLOWS, TRIED TO TAKE OFF WITH CEMENT TAIL TIEDOWN ATTACHED>","<SECOND TRY, FOLLOWS, TRIED TO TAKE OFF WITH CEMENT TAIL TIEDOWN ATTACHED>"
19890528027179I,LOST DIRECTIONAL CONTROL ON ROLLOUT. VEERED OFF RUNWAY INTO DITCH. A BOTTLE HAD LODGED UNDER LEFT RUDDER PEDAL.    ,"<BOTTLE, HAS CAUSE, LOST DIRECTIONAL CONTROL>","<BOTTLE, HAS CAUSE, LOST DIRECTIONAL CONTROL>"
19890725041869I,ON ENGINE START PILOTS SEAT WENT TO FULL AFT POSITION. PUSH THROTTLE IN FULL. AIRCRAFT COLLIDED WITH PARKED PLANE. ,"<PILOTS SEAT, EVENT DISTANCE, ENGINE START>
<AIRCRAFT, HAS CAUSE, PUSH THROTTLE IN FULL>
<AIRCRAFT, HAS EFFECT, COLLIDED WITH PARKED PLANE>","<PILOTS SEAT, EVENT DISTANCE, ENGINE START>
<AIRCRAFT, HAS CAUSE, PUSH THROTTLE IN FULL>
<AIRCRAFT, HAS EFFECT, COLLIDED WITH PARKED PLANE>"
19890701018969A,ENGINE QUIT ON CLIMBOUT.LANDED IN TREES.WATER IN FUEL. HAD SAT OUTSIDE FOR THREE WEEKS WITH ONE THIRD FUEL IN TANKS,"<ENGINE, HAS EFFECT, QUIT ON CLIMBOUT>
<AIRCRAFT, HAS EFFECT, LANDED IN TREES>
<WATER, HAS CAUSE, FUEL>
<AIRCRAFT, TIME PERIOD, THREE WEEKS>
<FUEL, PART OF, TANKS>","<ENGINE, HAS EFFECT, QUIT ON CLIMBOUT>
<AIRCRAFT, HAS EFFECT, LANDED IN TREES>
<WATER, HAS CAUSE, FUEL>
<AIRCRAFT, TIME PERIOD, THREE WEEKS>
<FUEL, PART OF, TANKS>"
19890804027359A,ON TEST FLIGHT UNABLE TO UNFEATHER LEFT ENGINE THAT HAS HYDRAULIC PUMP. LACKED KNOWLEDGE OF ALTERNATE PROCEDURES.  ,"<LEFT ENGINE, HAS, HYDRAULIC PUMP>","<LEFT ENGINE, HAS, HYDRAULIC PUMP>"
19890818050259I,ENGINES LOST POWER AFTER LIFTOFF. IMPACTED GROUND BEYOND  END OF RUNWAY. PILOT STATED HE DID NOT DRAIN FUEL SUMPS. ,"<ENGINES, HAS EFFECT, LOST POWER>
<LOST POWER, FOLLOWS, LIFTOFF>
<GROUND, HAS CAUSE, IMPACTED>
<PILOT, STATED, HE DID NOT DRAIN FUEL SUMPS>","<ENGINES, HAS EFFECT, LOST POWER>
<LOST POWER, FOLLOWS, LIFTOFF>
<GROUND, HAS CAUSE, IMPACTED>
<PILOT, STATED, HE DID NOT DRAIN FUEL SUMPS>"
19890524060929I,VIBRATION IN AIRFRAME ON DEPARTURE. RETURNED. FOUND RIGHT FRONT SEAT BELT HANGING OUT OF CABIN DOOR.               ,"<RIGHT FRONT SEAT BELT, LOCATION, CABIN DOOR>","<RIGHT FRONT SEAT BELT, LOCATION, CABIN DOOR>"
19890727025429A,ENGINE QUIT DURING AN AEROBATIC MANUEVER. AIRCRAFT STALLED AND SPUN INTO TREES. FOUND PRIMER UNLOCKED.             ,"<ENGINE, HAS EFFECT, QUIT>
<AEROBATIC MANEUVER, HAS CAUSE, ENGINE QUIT>
<AIRCRAFT, HAS CAUSE, STALLED>
<AIRCRAFT, HAS EFFECT, SPUN INTO TREES>
<PRIMER, HAS EFFECT, UNLOCKED>","<ENGINE, HAS EFFECT, QUIT>
<AEROBATIC MANEUVER, HAS CAUSE, ENGINE QUIT>
<AIRCRAFT, HAS CAUSE, STALLED>
<AIRCRAFT, HAS EFFECT, SPUN INTO TREES>
<PRIMER, HAS EFFECT, UNLOCKED>"
19890626017559A,DOOR CAME OPEN ON CLIMBOUT. TRIED TO CLOSE IT CIRCLING TO LAND TOO LOW DRAGGED A WING CARTWHEELED.                 ,"<DOOR, HAS EFFECT, CAME OPEN>","<DOOR, HAS EFFECT, CAME OPEN>"
19890703036769I,ELECTRICAL PROBLEM EN ROUTE. DID NOT CHECK CIRCUIT BREAKERS. LANDED WITH GEAR UP.                                  ,"<ELECTRICAL PROBLEM, HAS CAUSE, DID NOT CHECK CIRCUIT BREAKERS>","<ELECTRICAL PROBLEM, HAS CAUSE, DID NOT CHECK CIRCUIT BREAKERS>"
19890804031219A,"TRIED TO TAKE OFF WITH CARBURETOR HEAT STILL ON UNNOTICED BY PILOT. UNABLE TO CLIMB,CRASHED INTO TREES.            ","<CARBURETOR HEAT, UNNOTICED BY, PILOT>","<CARBURETOR HEAT, UNNOTICED BY, PILOT>"
19890618015879A,ENGINE QUIT ON DOWNWIND AFTER TAKEOFF. PILOT MAY HAVE BUMPED UNGUARDED MAGNETO SWITCHS TO OFF. FAILED TO RESET.    ,"<ENGINE, HAS EFFECT, QUIT>
<ENGINE, TIME PERIOD, AFTER TAKEOFF>
<PILOT, HAS CAUSE, BUMPED UNGUARDED MAGNETO SWITCHES TO OFF>
<MAGNETO SWITCHES, HAS EFFECT, FAILED TO RESET>","<ENGINE, HAS EFFECT, QUIT>
<ENGINE, TIME PERIOD, AFTER TAKEOFF>
<PILOT, HAS CAUSE, BUMPED UNGUARDED MAGNETO SWITCHES TO OFF>
<MAGNETO SWITCHES, HAS EFFECT, FAILED TO RESET>"
19890804027709A,"ON LANDING, NO BRAKES, NO FLAPS, PROPS MALFUNCTIONED. UNABLE TO STOP. RAN OFF END OF RUNWAY.                       ","<PROPS, MALFUNCTIONED, NO BRAKES>","<PROPS, MALFUNCTIONED, NO BRAKES>"
19890830032899I,HAD A PILOTLESS GLIDER IN TOW ON TAKEOFF. GLIDER PITCHED UP AND LIFTED TAIL. PROP HIT GROUND BEFORE TAIL LOWERED.  ,"<GLIDER, INSTANCE OF, PILOTLESS GLIDER>","<GLIDER, INSTANCE OF, PILOTLESS GLIDER>"
19891030056269I,ENGINE COWLING OPENED ON CLIMBOUT. DECLARED EMERGENCY AND RETURNED. NO CAUSE FOR INFLIGHT OPENING FOUND.           ,"<ENGINE COWLING, HAS CAUSE, INFLIGHT OPENING>","<ENGINE COWLING, HAS CAUSE, INFLIGHT OPENING>"
19890920035599A,FAILED TO RECOGNIZE OFFSET RUDDER TRIM OR CORRECT SWERVE ON TAKEOFF. ABORTED LATE.IMPROPER PROCEDURES CAUSED OVERUN,"<OFFSET RUDDER TRIM, HAS EFFECT, SWERVE ON TAKEOFF>
<SWERVE ON TAKEOFF, HAS CAUSE, OFFSET RUDDER TRIM>
<ABORTED LATE, HAS CAUSE, IMPROPER PROCEDURES>
<OVERRUN, HAS CAUSE, IMPROPER PROCEDURES>","<OFFSET RUDDER TRIM, HAS EFFECT, SWERVE ON TAKEOFF>
<SWERVE ON TAKEOFF, HAS CAUSE, OFFSET RUDDER TRIM>
<ABORTED LATE, HAS CAUSE, IMPROPER PROCEDURES>
<OVERRUN, HAS CAUSE, IMPROPER PROCEDURES>"
19890905048219I,UNSAFE GEAR LIGHT WHEN HANDLE UP. RETURNED. LANDED SAFELY. NOSE GEAR GROUND LOCK PIN NOT POSITIONED PROPERLY.      ,"<UNSAFE GEAR LIGHT, HAS CAUSE, HANDLE UP>
<NOSE GEAR GROUND LOCK PIN, NOT POSITIONED PROPERLY, UNSAFE GEAR LIGHT>","<UNSAFE GEAR LIGHT, HAS CAUSE, HANDLE UP>
<NOSE GEAR GROUND LOCK PIN, NOT POSITIONED PROPERLY, UNSAFE GEAR LIGHT>"
19890826059819I,DOOR OPENED EN ROUTE. UNABLE TO COMMUNICATE WITH TOWER. DISRUPTED TRAFFIC. LANDED SAFELY.                          ,"<DOOR, EVENT DISTANCE, EN ROUTE>","<DOOR, EVENT DISTANCE, EN ROUTE>"
19890930037119A,FLEW AIRCRAFT BEING RESTORED WITHOUT PROPER INSPECTION OR ANNUAL. UPPER STRUT ATTACH BOLT MISSING. WING FOLDED UP. ,"<WING, HAS CAUSE, UPPER STRUT ATTACH BOLT MISSING>","<WING, HAS CAUSE, UPPER STRUT ATTACH BOLT MISSING>"
19891024042499A,ON TAKEOFF FIRE EXPLOSION RIGHT WING WHEN STROBES TURNED ON. HISTORY WING FUEL LEAK. AD ON SAME NOT COMPLIED.      ,"<FIRE EXPLOSION, LOCATION, RIGHT WING>
<STROBES, HAS CAUSE, FIRE EXPLOSION>
<RIGHT WING, HISTORY, FUEL LEAK>","<FIRE EXPLOSION, LOCATION, RIGHT WING>
<STROBES, HAS CAUSE, FIRE EXPLOSION>
<RIGHT WING, HISTORY, FUEL LEAK>"
19891026056559I,SAW TOP HALF OF CABIN DOOR AJAR. PRECAUTIONARY LANDING. FOUND DOOR SUPPORT ROD BROKEN. MADE REPAIRS AND CONTINUED. ,"<CABIN DOOR, PART OF, AIRPLANE>
<PRECAUTIONARY LANDING, HAS CAUSE, CABIN DOOR AJAR>
<DOOR SUPPORT ROD, INSTANCE OF, AIRPLANE COMPONENT>
<REPAIRS, HAS EFFECT, CONTINUED FLIGHT>","<CABIN DOOR, PART OF, AIRPLANE>
<PRECAUTIONARY LANDING, HAS CAUSE, CABIN DOOR AJAR>
<DOOR SUPPORT ROD, INSTANCE OF, AIRPLANE COMPONENT>
<REPAIRS, HAS EFFECT, CONTINUED FLIGHT>"
19891120046419A,"AFTER SEVERAL FORCED LANDINGS DUE TO ROUGH ENGINE WAS FORCED DOWN AGAIN. HAD BEEN IN STORAGE. RUST, VARNISH IN FUEL","<FORCED LANDINGS, HAS CAUSE, ROUGH ENGINE>","<FORCED LANDINGS, HAS CAUSE, ROUGH ENGINE>"
19891112045009A,FAILED TO DRAIN SUMPS PRIOR TAKEOFF AFTER AIRCRAFT SAT OUT IN HEAVY RAIN. ENGINE QUIT ON CLIMBOUT. CRASH LANDED.   ,"<ENGINE, HAS CAUSE, FAILED TO DRAIN SUMPS>
<ENGINE, HAS CAUSE, HEAVY RAIN>
<ENGINE, HAS EFFECT, QUIT ON CLIMBOUT>
<AIRCRAFT, HAS EFFECT, CRASH LANDED>","<ENGINE, HAS CAUSE, FAILED TO DRAIN SUMPS>
<ENGINE, HAS CAUSE, HEAVY RAIN>
<ENGINE, HAS EFFECT, QUIT ON CLIMBOUT>
<AIRCRAFT, HAS EFFECT, CRASH LANDED>"
19891029043399A,"TOOK OFF WITH FULL FLAPS, WALLOWED AND CLIMBED NOSE HIGH AT SLOW SPEED UNTIL A STALL AND CRASH.                    ","<TOOK OFF WITH FULL FLAPS, HAS EFFECT, WALLOWED>
<WALLOWED, HAS EFFECT, CLIMBED NOSE HIGH AT SLOW SPEED>
<CLIMBED NOSE HIGH AT SLOW SPEED, HAS CAUSE, STALL>
<STALL, HAS EFFECT, CRASH>","<TOOK OFF WITH FULL FLAPS, HAS EFFECT, WALLOWED>
<WALLOWED, HAS EFFECT, CLIMBED NOSE HIGH AT SLOW SPEED>
<CLIMBED NOSE HIGH AT SLOW SPEED, HAS CAUSE, STALL>
<STALL, HAS EFFECT, CRASH>"
19891010039559A,HELICOPTER ROLLED OVER ON LIFTING FROM OIL PLATFORM PAD. LEFT REAR TIEDOWN STRAP WAS STILL SECURED.                ,"<HELICOPTER, LOCATION, OIL PLATFORM PAD>","<HELICOPTER, LOCATION, OIL PLATFORM PAD>"
19890826031889A,ENGINE RPM DROP AND VIBRATION. HIT SEVERAL OBSTRUCTIONS ON FORCED LANDING. INDICATES OIL TANK VALVE WAS OFF.       ,"<ENGINE RPM DROP, HAS CAUSE, OIL TANK VALVE WAS OFF>
<ENGINE RPM DROP, HAS EFFECT, VIBRATION>
<FORCED LANDING, HAS EFFECT, HIT SEVERAL OBSTRUCTIONS>","<ENGINE RPM DROP, HAS CAUSE, OIL TANK VALVE WAS OFF>
<ENGINE RPM DROP, HAS EFFECT, VIBRATION>
<FORCED LANDING, HAS EFFECT, HIT SEVERAL OBSTRUCTIONS>"
19891015053839I,HIT ROOF ON TAKEOFF IN TURBULENCE. LOST CONTROL ENGINE FLOODED. RECOVERED MADE HARD LANDING. SEAT BELT NOT SECURED.,"<TAKEOFF, HAS CAUSE, TURBULENCE>
<CONTROL, HAS CAUSE, ENGINE FLOODED>
<ENGINE, HAS EFFECT, LOST CONTROL>
<LANDING, HAS CAUSE, RECOVERED>
<SEAT BELT, HAS EFFECT, NOT SECURED>","<TAKEOFF, HAS CAUSE, TURBULENCE>
<CONTROL, HAS CAUSE, ENGINE FLOODED>
<ENGINE, HAS EFFECT, LOST CONTROL>
<LANDING, HAS CAUSE, RECOVERED>
<SEAT BELT, HAS EFFECT, NOT SECURED>"
19890924035929A,FIRST SOLO IN TAIL WHEEL AIRCRAFT. PUSHED TRIM KNOB INSTEAD OF POWER ON FINAL TOO LOW PUT IT INTO TREES OFF RUNWAY.,"<TAIL WHEEL AIRCRAFT, INSTANCE OF, AIRCRAFT>","<TAIL WHEEL AIRCRAFT, INSTANCE OF, AIRCRAFT>"
19890831033149A,NO FUEL AT REPAIR AIRPORT. GAUGES SHOWED RIGHT TANK EMPTY LEFT 20 GALLONS. DEPARTED. ENGINE QUIT. DITCHED OFF SHORE,"<REPAIR AIRPORT, HAS CAUSE, NO FUEL>","<REPAIR AIRPORT, HAS CAUSE, NO FUEL>"
