c5_unique_id,sample,subject,subject_type,relation,object,object_type
20070202001609A,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL",lost power,action,part of,"flight from Nothern Platte, NE, to Iowa City, IA",event
19780916024019A,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.                                              ,Tie down strap,object,caught on,trailer,object
19780916024019A,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.                                              ,tie down strap,object,tied to,heper,person
19780916024019A,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.                                              ,Tie down strap,object,caught on,trailer,object
19780916024019A,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.                                              ,tie down strap,object,tied to,heper,person
20060718018299I,(-23) THE PILOT IN COMMAND (PIC) FAILED TO ENSURE ALL FUEL TANK CAPS WERE SECURELY FASTENED PRIOR TO DEPARTURE. SUB,failed to ensure,action,has effect,fuel tank caps were securely fastened,event
20060718018299I,(-23) THE PILOT IN COMMAND (PIC) FAILED TO ENSURE ALL FUEL TANK CAPS WERE SECURELY FASTENED PRIOR TO DEPARTURE. SUB,failed to ensure,action,instance of,secure fueling procedure,action
20060718018299I,(-23) THE PILOT IN COMMAND (PIC) FAILED TO ENSURE ALL FUEL TANK CAPS WERE SECURELY FASTENED PRIOR TO DEPARTURE. SUB,failed to ensure,action,has effect,fuel tank caps were securely fastened,event
20060718018299I,(-23) THE PILOT IN COMMAND (PIC) FAILED TO ENSURE ALL FUEL TANK CAPS WERE SECURELY FASTENED PRIOR TO DEPARTURE. SUB,failed to ensure,action,instance of,secure fueling procedure,action
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE ,fuel contamination,event,has effect,airframe fuel filter,part of the system
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE ,fuel contamination,event,has effect,fuel filter,part of the system
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE ,fuel contamination,event,has effect,engine driven fuel pump filter,part of the system
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE ,fuel contamination,event,has effect,airframe fuel filter,part of the system
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE ,fuel contamination,event,has effect,fuel filter,part of the system
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE ,fuel contamination,event,has effect,engine driven fuel pump filter,part of the system
19870309039779I,"WHILE TAXIING, THE AIRCRAFT STRUCK N106DA WHICH WAS PARKED.  PILOT WAS UNAWARE OF BRAKE PROBLEMS ON THE AIRCRAFT.  ",struck,action,has effect,N106DA,object
19870309039779I,"WHILE TAXIING, THE AIRCRAFT STRUCK N106DA WHICH WAS PARKED.  PILOT WAS UNAWARE OF BRAKE PROBLEMS ON THE AIRCRAFT.  ",had brake problems,state,has cause,pilot unawareness,event
19870309039779I,"WHILE TAXIING, THE AIRCRAFT STRUCK N106DA WHICH WAS PARKED.  PILOT WAS UNAWARE OF BRAKE PROBLEMS ON THE AIRCRAFT.  ",struck,action,has effect,N106DA,object
19870309039779I,"WHILE TAXIING, THE AIRCRAFT STRUCK N106DA WHICH WAS PARKED.  PILOT WAS UNAWARE OF BRAKE PROBLEMS ON THE AIRCRAFT.  ",had brake problems,state,has cause,pilot unawareness,event
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",en route from,action,part of,"Hot Springs, Arkansas to Fayetteville, Tennessee",location
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",en route from,action,part of,"Hot Springs, Arkansas to Fayetteville, Tennessee",location
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.  ,opened,action,has effect,reduced power,action
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.  ,reduced power,action,has cause,stalled,state
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.  ,stalled,state,followed by,rolled,event
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.  ,rolled,event,has effect,dived into ocean,location
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.  ,opened,action,part of,test flight from storage,event
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.  ,opened,action,has effect,reduced power,action
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.  ,reduced power,action,has cause,stalled,state
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.  ,stalled,state,followed by,rolled,event
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.  ,rolled,event,has effect,dived into ocean,location
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.  ,opened,action,part of,test flight from storage,event
19850729066139I,ELEVATOR CONTROL JAMMED SHEN HARNESS CAUGHT ON ELEVATOR CABLE. STICK BOOT NOT FASTENED TO FLOOR. LANDED IN A FIELD.,harness caught on elevator cable,action,has effect,elevator control jammed,event
19850729066139I,ELEVATOR CONTROL JAMMED SHEN HARNESS CAUGHT ON ELEVATOR CABLE. STICK BOOT NOT FASTENED TO FLOOR. LANDED IN A FIELD.,landed in a field,action,has cause,stick boot not fastened to floor,condition
19850729066139I,ELEVATOR CONTROL JAMMED SHEN HARNESS CAUGHT ON ELEVATOR CABLE. STICK BOOT NOT FASTENED TO FLOOR. LANDED IN A FIELD.,harness caught on elevator cable,action,has effect,elevator control jammed,event
19850729066139I,ELEVATOR CONTROL JAMMED SHEN HARNESS CAUGHT ON ELEVATOR CABLE. STICK BOOT NOT FASTENED TO FLOOR. LANDED IN A FIELD.,landed in a field,action,has cause,stick boot not fastened to floor,condition
19940226003029A,LOST POWER EN ROUTE. LANDED ON PRIVATE STRIP. NOSED OVER. LEFT FUEL CAP LEAKED. PREVENTED GRAVITY FUEL FLOW.       ,lost power,action,has effect,landed on private strip,event
19940226003029A,LOST POWER EN ROUTE. LANDED ON PRIVATE STRIP. NOSED OVER. LEFT FUEL CAP LEAKED. PREVENTED GRAVITY FUEL FLOW.       ,lost power,action,has cause,left fuel cap leaked,event
19940226003029A,LOST POWER EN ROUTE. LANDED ON PRIVATE STRIP. NOSED OVER. LEFT FUEL CAP LEAKED. PREVENTED GRAVITY FUEL FLOW.       ,landed on private strip,event,part of,nosed over,event
19940226003029A,LOST POWER EN ROUTE. LANDED ON PRIVATE STRIP. NOSED OVER. LEFT FUEL CAP LEAKED. PREVENTED GRAVITY FUEL FLOW.       ,lost power,action,has effect,landed on private strip,event
19940226003029A,LOST POWER EN ROUTE. LANDED ON PRIVATE STRIP. NOSED OVER. LEFT FUEL CAP LEAKED. PREVENTED GRAVITY FUEL FLOW.       ,lost power,action,has cause,left fuel cap leaked,event
19940226003029A,LOST POWER EN ROUTE. LANDED ON PRIVATE STRIP. NOSED OVER. LEFT FUEL CAP LEAKED. PREVENTED GRAVITY FUEL FLOW.       ,landed on private strip,event,part of,nosed over,event
19780111000459A,ACFT DISPATCHER HARRASSMENT OF PILOT. PILOT FORGOT TO REMOVE TIEDROPE.                                             ,Harrassment of pilot,event,has effect,forgot to remove tiedrope,action
19780111000459A,ACFT DISPATCHER HARRASSMENT OF PILOT. PILOT FORGOT TO REMOVE TIEDROPE.                                             ,Harrassment of pilot,event,part of,ACFT dispatcher,organization
19780111000459A,ACFT DISPATCHER HARRASSMENT OF PILOT. PILOT FORGOT TO REMOVE TIEDROPE.                                             ,Harrassment of pilot,event,has effect,forgot to remove tiedrope,action
19780111000459A,ACFT DISPATCHER HARRASSMENT OF PILOT. PILOT FORGOT TO REMOVE TIEDROPE.                                             ,Harrassment of pilot,event,part of,ACFT dispatcher,organization
20010411006739I,"(-23) THE HELICOPTER WAS IDLING ON THE HELIPAD, AND THE RPM CONTROL WAS BROUGHT UP TO FLY POSITION FOR THE TAKEOFF.",was idling,action,has effect,brought up to fly position for the takeoff,event
20010411006739I,"(-23) THE HELICOPTER WAS IDLING ON THE HELIPAD, AND THE RPM CONTROL WAS BROUGHT UP TO FLY POSITION FOR THE TAKEOFF.",was idling,action,part of,on the helipad,location
20010411006739I,"(-23) THE HELICOPTER WAS IDLING ON THE HELIPAD, AND THE RPM CONTROL WAS BROUGHT UP TO FLY POSITION FOR THE TAKEOFF.",was idling,action,has effect,brought up to fly position for the takeoff,event
20010411006739I,"(-23) THE HELICOPTER WAS IDLING ON THE HELIPAD, AND THE RPM CONTROL WAS BROUGHT UP TO FLY POSITION FOR THE TAKEOFF.",was idling,action,part of,on the helipad,location
19870816062719I,"A COPPER TUBE, USED TO HOLD AERIAL BANNERS, FELL THROUGH THE ROOF OF A HOUSE. LOCAL OPERATOR IS BEING MONITORED.   ",copper tube,object,used by,hold aerial banners,action
19870816062719I,"A COPPER TUBE, USED TO HOLD AERIAL BANNERS, FELL THROUGH THE ROOF OF A HOUSE. LOCAL OPERATOR IS BEING MONITORED.   ",copper tube,object,fell through,roof of a house,location
19870816062719I,"A COPPER TUBE, USED TO HOLD AERIAL BANNERS, FELL THROUGH THE ROOF OF A HOUSE. LOCAL OPERATOR IS BEING MONITORED.   ",copper tube,object,used by,hold aerial banners,action
19870816062719I,"A COPPER TUBE, USED TO HOLD AERIAL BANNERS, FELL THROUGH THE ROOF OF A HOUSE. LOCAL OPERATOR IS BEING MONITORED.   ",copper tube,object,fell through,roof of a house,location
19980620030289I,"MR. KADERA THEN ATTEMPTED TO LAND IN A FIELD BUT WAS FORCED TO LAND ON HIGHWAY 93. THREE MILES EAST OF SUNMER, IOWA",attempted to land in a field,action,has cause,forced to land on highway 93,event
19980620030289I,"MR. KADERA THEN ATTEMPTED TO LAND IN A FIELD BUT WAS FORCED TO LAND ON HIGHWAY 93. THREE MILES EAST OF SUNMER, IOWA",landed on highway 93,action,part of,"three miles east of Summer, Iowa",location
19980620030289I,"MR. KADERA THEN ATTEMPTED TO LAND IN A FIELD BUT WAS FORCED TO LAND ON HIGHWAY 93. THREE MILES EAST OF SUNMER, IOWA",attempted to land in a field,action,has cause,forced to land on highway 93,event
19980620030289I,"MR. KADERA THEN ATTEMPTED TO LAND IN A FIELD BUT WAS FORCED TO LAND ON HIGHWAY 93. THREE MILES EAST OF SUNMER, IOWA",landed on highway 93,action,part of,"three miles east of Summer, Iowa",location
19990923027739A,"(.19) ON SEPTEMBER 23, 1999, AT 1900 HOURS PACIFIC DAYLIGHT TIME, A HOMEBUILT CIERNIA GLASAIR III, N153JC, EXPERIEN","September 23, 1999",time period,instance of,Pacific Daylight Time,event
19990923027739A,"(.19) ON SEPTEMBER 23, 1999, AT 1900 HOURS PACIFIC DAYLIGHT TIME, A HOMEBUILT CIERNIA GLASAIR III, N153JC, EXPERIEN","September 23, 1999",time period,part of,year 1999,time period
19990923027739A,"(.19) ON SEPTEMBER 23, 1999, AT 1900 HOURS PACIFIC DAYLIGHT TIME, A HOMEBUILT CIERNIA GLASAIR III, N153JC, EXPERIEN",A Hombuilt Ciernia Glasair III,instance,has cause,N153JC,object
19990923027739A,"(.19) ON SEPTEMBER 23, 1999, AT 1900 HOURS PACIFIC DAYLIGHT TIME, A HOMEBUILT CIERNIA GLASAIR III, N153JC, EXPERIEN","September 23, 1999",time period,instance of,Pacific Daylight Time,event
19990923027739A,"(.19) ON SEPTEMBER 23, 1999, AT 1900 HOURS PACIFIC DAYLIGHT TIME, A HOMEBUILT CIERNIA GLASAIR III, N153JC, EXPERIEN","September 23, 1999",time period,part of,year 1999,time period
19990923027739A,"(.19) ON SEPTEMBER 23, 1999, AT 1900 HOURS PACIFIC DAYLIGHT TIME, A HOMEBUILT CIERNIA GLASAIR III, N153JC, EXPERIEN",A Hombuilt Ciernia Glasair III,instance,has cause,N153JC,object
19980415037339I,(-5)NOSE BAGGAGE CARGO CONSISTING OF A WOODEN WHEEL CHOCK SHIFTED DURING FLIGHT AND JAMMED THE NOSE LANDING GEAR ME,a wooden wheel chock,instance of,shifted during,flight,event
19980415037339I,(-5)NOSE BAGGAGE CARGO CONSISTING OF A WOODEN WHEEL CHOCK SHIFTED DURING FLIGHT AND JAMMED THE NOSE LANDING GEAR ME,a wooden wheel chock,instance of,jammed,nose landing gear,part of
19980415037339I,(-5)NOSE BAGGAGE CARGO CONSISTING OF A WOODEN WHEEL CHOCK SHIFTED DURING FLIGHT AND JAMMED THE NOSE LANDING GEAR ME,a wooden wheel chock,instance of,shifted during,flight,event
19980415037339I,(-5)NOSE BAGGAGE CARGO CONSISTING OF A WOODEN WHEEL CHOCK SHIFTED DURING FLIGHT AND JAMMED THE NOSE LANDING GEAR ME,a wooden wheel chock,instance of,jammed,nose landing gear,part of
19950826026019A,"EXPLOSION LIFTING LOGS. PITCHED UP, ROLLED. COMPRESSOR STALL NR1 ENGINE. FAILED RELEASE LOGS AND USE SE PROCEDURES.",lifting logs,action,has effect,explosion,event
19950826026019A,"EXPLOSION LIFTING LOGS. PITCHED UP, ROLLED. COMPRESSOR STALL NR1 ENGINE. FAILED RELEASE LOGS AND USE SE PROCEDURES.",pitched up,action,has effect,rolled,event
19950826026019A,"EXPLOSION LIFTING LOGS. PITCHED UP, ROLLED. COMPRESSOR STALL NR1 ENGINE. FAILED RELEASE LOGS AND USE SE PROCEDURES.",compressor stall NR1 engine,event,has effect,failed release logs and use SE procedures,event
19950826026019A,"EXPLOSION LIFTING LOGS. PITCHED UP, ROLLED. COMPRESSOR STALL NR1 ENGINE. FAILED RELEASE LOGS AND USE SE PROCEDURES.",lifting logs,action,has effect,explosion,event
19950826026019A,"EXPLOSION LIFTING LOGS. PITCHED UP, ROLLED. COMPRESSOR STALL NR1 ENGINE. FAILED RELEASE LOGS AND USE SE PROCEDURES.",pitched up,action,has effect,rolled,event
19950826026019A,"EXPLOSION LIFTING LOGS. PITCHED UP, ROLLED. COMPRESSOR STALL NR1 ENGINE. FAILED RELEASE LOGS AND USE SE PROCEDURES.",compressor stall NR1 engine,event,has effect,failed release logs and use SE procedures,event
19860514036219I,GROUND LOOPED ON LANDING. TAILWHEEL WAS FOUND JAMMED FAR RIGHT.                                                    ,Ground looped on landing,action,has effect,tailwheel was found jammed far right,state
19860514036219I,GROUND LOOPED ON LANDING. TAILWHEEL WAS FOUND JAMMED FAR RIGHT.                                                    ,Ground looped on landing,action,has effect,tailwheel was found jammed far right,state
19960418007829A,CRASHED AND BURNED. (.4)WITNESSES REPORTED THAT AFTER DEPARTURE FROM A GRASS RUNWAY. THE AIRPLANE REACHED AN ALTITU,crashed and burned,action,has effect,reached an altitude,event
19960418007829A,CRASHED AND BURNED. (.4)WITNESSES REPORTED THAT AFTER DEPARTURE FROM A GRASS RUNWAY. THE AIRPLANE REACHED AN ALTITU,crashed and burned,action,followed by,witnesses reported that after departure from a grass runway,statement
19960418007829A,CRASHED AND BURNED. (.4)WITNESSES REPORTED THAT AFTER DEPARTURE FROM A GRASS RUNWAY. THE AIRPLANE REACHED AN ALTITU,crashed and burned,action,has effect,reached an altitude,event
19960418007829A,CRASHED AND BURNED. (.4)WITNESSES REPORTED THAT AFTER DEPARTURE FROM A GRASS RUNWAY. THE AIRPLANE REACHED AN ALTITU,crashed and burned,action,followed by,witnesses reported that after departure from a grass runway,statement
19970828026989A,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,loud pop on takeoff roll,action,has effect,lost rudder control,event
19970828026989A,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,lost rudder control,action,has cause,had failed to lock the tailwheel,event
19970828026989A,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,exited RWY into cornfield,action,has cause,had failed to lock the tailwheel,event
19970828026989A,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,loud pop on takeoff roll,action,has effect,lost rudder control,event
19970828026989A,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,lost rudder control,action,has cause,had failed to lock the tailwheel,event
19970828026989A,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,exited RWY into cornfield,action,has cause,had failed to lock the tailwheel,event
19870523018729A,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.   ",canopy came open,action,has cause,uncontrolled ground collision,event
19870523018729A,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.   ",climbout,event,part of,uncontrolled ground collision,event
19870523018729A,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.   ",pilot error,instance of,caused by,canopy came open,action
19870523018729A,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.   ",canopy came open,action,has cause,uncontrolled ground collision,event
19870523018729A,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.   ",climbout,event,part of,uncontrolled ground collision,event
19870523018729A,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.   ",pilot error,instance of,caused by,canopy came open,action
20030620012809I,(-23) PILOT FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE AND TOOK OFF. OIL WAS OBSERVED COMING OUT OF THE ENGINE ,failed to assure,action,has cause,took off,event
20030620012809I,(-23) PILOT FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE AND TOOK OFF. OIL WAS OBSERVED COMING OUT OF THE ENGINE ,took off,event,has effect,oil was coming out of the engine,event
20030620012809I,(-23) PILOT FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE AND TOOK OFF. OIL WAS OBSERVED COMING OUT OF THE ENGINE ,failed to assure,action,has cause,took off,event
20030620012809I,(-23) PILOT FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE AND TOOK OFF. OIL WAS OBSERVED COMING OUT OF THE ENGINE ,took off,event,has effect,oil was coming out of the engine,event
