c5,c119,gemma3_4b_it_triplets_clean
19780225001789I,"ENGINE STOPPED SHORTLY AFTER TAKEOFF FROM REFUELING. SYSTEM, GASCOLATOR AND CARBURETOR CONTAINED WATER.            ","<ENGINE, HAS CAUSE, AFTER TAKEOFF>
<ENGINE, TIME PERIOD, SHORTLY AFTER>
<ENGINE, LOCATION, REFUELING>
<SYSTEM, PART OF, GASCOLATOR>
<SYSTEM, PART OF, CARBURETOR>
<SYSTEM, HAS EFFECT, CONTAINED WATER>"
19780225001819I,ENGINE STOPPED SOON AFTER LIFT OFF DUE TO FUEL EXHAUSTION. PILOT CLAIMS FUEL GAUGE FAULTY.                         ,"<ENGINE, HAS CAUSE, FUEL EXHAUSTION>
<ENGINE, TIME PERIOD, SOON AFTER LIFT OFF>
<PILOT, USED BY, FUEL GAUGE>
<FUEL GAUGE, HAS EFFECT, PILOT>"
19780307014069I,PILOT STRUCK AN UNLIGHTED BARRICADE DURING TAXI FROM LANDING.                                                      ,"<PILOT, USED BY, PILOT>
<PILOT, PERFORMED ACTION, STRUCK>
<BARRICADE, LOCATION, TAXI>
<BARRICADE, HAS CAUSE, UNLIGHTED>
<TAXING, FOLLOWED BY, AFTER LANDING>"
19780221000179I,"PILOT MADE EMERGENCY LANDING DUE TO LOW OIL PRESSURE. NEARLY OUT OF OIL, PILOT HAD NOT CHECKED IT BEFORE TAKEOFF.  ","<PILOT, HAS CAUSE, LOW OIL PRESSURE>
<PILOT, HAS CAUSE, NOT CHECKED IT BEFORE TAKEOFF>
<LOW OIL PRESSURE, HAS EFFECT, EMERGENCY LANDING>
<PILOT, MAINTAINED BY, OIL>"
19780228000419I,ENGINE BEGAN SURGING IN FLIGHT. ENGINE SHUT DOWN. FUEL CONTAMINATION SUSPECTED.                                    ,"<ENGINE, HAS CAUSE, SURGING IN FLIGHT>
<ENGINE, HAS CAUSE, FUEL CONTAMINATION>
<ENGINE, INSTANCE OF, SHUT DOWN>"
19780303015509I,ELECTRICAL EMERGENCY FOLLOWED JUMP START AND TAKEOFF. LANDING GEAR COLLAPSED AT TOUCHDOWN.                         ,"<ELECTRICAL EMERGENCY, FOLLOWED BY, JUMP START>
<LANDING GEAR, COLLAPSED, TOUCHDOWN>"
19780311016379I,"PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN. BRAKES WERE WORN OUT, BRAKE RESERVOIR WAS EMPTY.                   ","<PILOT, HAS CAUSE, LOST DIRECTIONAL CONTROL>
<LOST DIRECTIONAL CONTROL, FOLLOWED BY, TOUCHDOWN>
<BRAKES, HAS CAUSE, WORN>
<BRAKES, HAS CAUSE, >
<BRAKE RESERVOIR, PART OF, BRAKES>"
19780327010619I,"PILOT LOST FUEL IN FLIGHT DUE TO FUEL CAPS ON BACKWARD. LANDED FOR FUEL, NON AVAILABLE. TOOK OFF, RAN OUT.         ","<PILOT, USED BY, FUEL CAPS>
<FUEL CAPS, HAS EFFECT, LOST FUEL IN FLIGHT>
<FUEL CAPS, HAS CAUSE, FUEL LEAK>
<AIRCRAFT, HAS EFFECT, RAN OUT>
<AIRCRAFT, TIME PERIOD, LANDED FOR FUEL>"
19780421012829I,"PILOT NOTED AIRCRAFT LIGHT DIMMING ON NIGHT FLIGHT. RETURNED, GEAR HANDLE DOWN. GEAR COLLAPSED ON TOUCHDOWN.       ","<AIRCRAFT LIGHT, DIMMING, NIGHT FLIGHT>
<PILOT, NOTED, AIRCRAFT LIGHT DIMMING>
<PILOT, RETURNED, GEAR HANDLE>
<GEAR HANDLE, DOWN, GEAR COLLAPSED>
<GEAR COLLAPSED, ON, TOUCHDOWN>"
19780316008589I,PILOT OVER RAN RUNWAY INTO A DITCH DUE TO BRAKE FAILURE. SYSTEM NEEDED TO BE PURGED OF AIR.                        ,"<PILOT, HAS CAUSE, BRAKE FAILURE>
<PILOT, EVENT DISTANCE, DITCH>
<SYSTEM, HAS CAUSE, BRAKE FAILURE>
<SYSTEM, HAS EFFECT, PURGED OF AIR>"
19780319009079I,BOLT IN NOSE GEAR SCISSORS CAME OUT DURING TAKEOFF. NOSE WHEEL DROPPED OUT AFTER LIFTOFF.                          ,"<BOLT, PART OF, NOSE GEAR SCISSORS>
<BOLT, EVENT DISTANCE, AFTER TAKEOFF>
<NOSE WHEEL, EVENT DISTANCE, AFTER LIFTOFF>
<NOSE WHEEL, HAS EFFECT, DROPPED OUT>"
19780325010349I,ENGINE STOPPED ON FINAL APPROACH DUE TO WATER CONTAMINATION IN THE FUEL SYSTEM.                                    ,"<ENGINE, HAS CAUSE, WATER CONTAMINATION>
<ENGINE, PART OF, FUEL SYSTEM>
<ENGINE, EVENT DISTANCE, FINAL APPROACH>"
19780328011399I,ENGINE QUIT AFTER LIFT OFF DUE TO WATER IN THE FUEL SYSTEM.                                                        ,"<ENGINE, HAS CAUSE, WATER IN ALL OF THE FUEL SYSTEM>
<ENGINE, TIME PERIOD, AFTER LIFT OFF>"
19780330011569I,"PILOT LOST ELECTRICAL POWER, EXTENDED GEAR MANUALLY. GEAR COLLAPSED. BOTH GENERATOR ARMATURES EXTREMELY GALLED.    ","<PILOT, HAS CAUSE, LOST ELECTRICAL POWER>
<LOST ELECTRICAL POWER, HAS EFFECT, EXTENDED GEAR MANUALLY>
<EXTENDED GEAR MANUALLY, HAS EFFECT, GEAR COLLAPSED>
<GEAR COLLAPSED, HAS CAUSE, BOTH GENERATOR ARMATURES EXTREMELY GALLED>"
19780402009009I,GEAR COLLAPSED ON ROLLOUT. PILOT HAD ELECTRICAL FAILURE ON FINAL. FAILED TO USE EMERGENCY GEAR EXTENSION.          ,"<GEAR, PART OF, ROLLOUT>
<PILOT, USED BY, EMERGENCY GEAR EXTENSION>
<PILOT, HAS CAUSE, ELECTRICAL FAILURE>
<FAILED TO USE EMERGENCY GEAR EXTENSION, HAS CAUSE, ELECTRICAL FAILURE>"
19780401007929I,NOSE GEAR FELL INTO HOLE IN TAXIWAY WHILE TAXIING. HOLE WAS COVERED OVER WITH MUD AND LOOSE GRAVEL.                ,"<NOSE GEAR, PART OF, TAXIWAY>
<NOSE GEAR, HAS EFFECT, HOLE>
<HOLE, COVERED WITH, MUD>
<HOLE, COVERED WITH, LOOSE GRAVEL>"
19780403009359I,LANDED SHORT OF RUNWAY AFTER ENGINE QUIT ON SHORT FINAL. FOUND WATER IN FUEL.                                      ,"<AFTER ENGINE QUIT, HAS EFFECT, LANDED SHORT OF RUNWAY>
<WATER IN FUEL, HAS EFFECT, FOUND>
<SHORT FINAL, FOLLOWED BY, LANDED SHORT OF RUNWAY>"
19780403009389I,FORCED LANDING ON HIGHWAY AFTER ENGINE LOST POWER. FOUND FUEL GASOLATOR CONTAMINATED.                              ,"<FORCED LANDING, HAS CAUSE, ENGINE LOST POWER>
<FORCED LANDING, LOCATION, HIGHWAY>
<FOUND FUEL GASOLATOR, HAS EFFECT, CONTAMINATED>"
19780409009699I,"PILOT EXTENDED GEAR MANUALLY DUE TO ELECTRICAL FAILURE,GEAR COLLAPSED AFTER TOUCHDOWN.                             ","<PILOT, USED BY, ELECTRICAL FAILURE>
<GEAR, HAS EFFECT, COLLAPSED>
<GEAR, FOLLOWED BY, TOUCHDOWN>"
19780210005719I,"PILOT HAD CARB. HEAT ON, COULD NOT TURN IT OFF, ENGINE STOPPED. CONTROL VALVE FOUND STUCK FROM ICE AT 1/2 OPEN.    ","<PILOT, USED BY, CARB>
<CARB, HAS CAUSE, COULD NOT TURN IT OFF>
<ENGINE, HAS CAUSE, STOPPED>
<CONTROL VALVE, FOUND, STUCK>
<CONTROL VALVE, CAUSE, ICE>
<CONTROL VALVE, POSITION, 1/2 OPEN>"
19780416008469I,WATER IN FUEL CAUSED ENGINE TO QUIT ON TAKEOFF. DAMAGE TO GEAR WHEN PLANE HIT TAXIWAY LIP AFTER LANDING.           ,"<WATER IN FUEL, HAS CAUSE, AFTER ENGINE QUIT>
<AFTER ENGINE QUIT, TIME PERIOD, AFTER TAKEOFF>
<DAMAGE TO GEAR, HAS CAUSE, PLANE HIT TAXIWAY LIP>
<DAMAGE TO GEAR, EVENT DISTANCE, AFTER LANDING>"
19780309015599I,ENGINE STOPPED DUE TO VACUUM IN THE TANK. PILOT USING A NON-VENTED CAP. RIGHT TANK WAS NOT FUELED DUE TO FUEL LEAK.,"<ENGINE, HAS CAUSE, VACUUM IN THE TANK>
<PILOT, USED BY, A NON-VENTED CAP>
<RIGHT TANK, HAS EFFECT, FUEL LEAK>
<FUEL LEAK, HAS CAUSE, RIGHT TANK WAS NOT FUELED>"
19780413019379A,PLT AWARE OF FULL NOSE DOWN TRIM. 0.10 LVL ALCOHOL IN LIVER SPEC.45LBS FORCE RQD FOR LVL FLT.                      ,"<PLT, AWARE OF, FULL NOSE DOWN TRIM>
<PLT, FORCE RQD FOR, 45LBS>
<PLT, LVL FLT, 0.10>
<PLT, SPEC, LIVER>"
19780507032369I,"FORCED LANDING DUE TO OIL LEAK, FOUND LOOSE OIL CAP.                                                               ","<FORCED LANDING, HAS CAUSE, OIL LEAK>
<FORCED LANDING, HAS EFFECT, FOUND LOOSE OIL CAP>"
19780525040389I,BRAKES WERE INEFFECTIVE ON LANDING. RAN THROUGH FENCE.                                                             ,"<BRAKES, HAS EFFECT, INEFFECTIVE LANDING>
<BRAKES, FOLLOWED BY, RAN FENCE>"
19780617046219I,FLIGHT RETURNED DUE TO MAG. FAILURE. PILOTS TOOK OFF BEFORE REPAIRS WERE COMPLETED.                                ,"<FLIGHT, TIME PERIOD, BEFORE REPAIRS WERE COMPLETED>
<FLIGHT, HAS CAUSE, MAG FAILURE>
<PILOTS, USED BY, FLIGHT>"
19780520014159A,GUSTING TO 30K.                                                                                                    ,"<GUSTING TO 30K, EVENT DISTANCE, ?>"
19780427013959I,FAILURE OF 2 TIRES AS AIRCRAFT WAS CLEARED FOR TAKEOFF.                                                            ,"<FAILURE, HAS CAUSE, FAILURE OF 2 TIRES>
<FAILURE, TIME PERIOD, AIRCRAFT WAS CLEARED FOR TAKEOFF>"
19780429014759I,FUEL CAP OFF AIRCRAFT. THOROUGH DRAINING OF SUMPS WITH WATER IN FUEL. ENGINE QUIT. LANDED ON FREEWAY.              ,"<FUEL CAP, PART OF, AIRCRAFT>
<SUMPS, HAS EFFECT, WATER IN FUEL>
<ENGINE, HAS CAUSE, AFTER ENGINE QUIT>
<AIRCRAFT, LOCATION, FREEWAY>"
19780501031459I,UNSCHEDULED LANDING DUE TO OIL COMING FROM ENGINES. BOTH OIL CAPS NOT LOCKED PROPERLY.                             ,"<UNSCHEDULED LANDING, HAS CAUSE, OIL COMING FROM ENGINES>
<UNSCHEDULED LANDING, HAS CAUSE, BOTH OIL CAPS NOT LOCKED PROPERLY>"
19780503031639I,PILOT UNABLE TO EXTEND GEAR DUE TO FAULTY GEAR ACTUATOR.                                                           ,"<PILOT, HAS CAUSE, FAULTY GEAR ACTUATOR>
<FAULTY GEAR ACTUATOR, HAS EFFECT, UNABLE TO EXTEND GEAR>"
19780504031959I,"DOOR POPPED OPEN ON TAKEOFF, PILOT LOST CONTROL WHILE TRYING TO LATCH DOOR, RAN OFF SIDE OF RUNWAY.                ","<DOOR, HAS EFFECT, PILOT LOST CONTROL>
<DOOR, EVENT DISTANCE, RAN OFF RUNWAY>
<PILOT, INFLUENCED BY, DOOR POPPED OPEN>"
19780514033439I,ENGINE FIRE CAUSED BY BIRDS NEST.                                                                                  ,"<ENGINE FIRE, HAS CAUSE, BIRDS NEST>"
19780518033959I,ON THIRD TOUCH AND GO ENGINE BACKFIRED AND QUIT. LANDED STRAIGHT AHEAD. PROBABLY WATER IN FUEL.                    ,"<ENGINE, HAS CAUSE, BACKFIRED>
<ENGINE, HAS CAUSE, QUIT>
<ENGINE, TIME PERIOD, THIRD TOUCH AND GO>
<ENGINE, HAS EFFECT, LANDED STRAIGHT AHEAD>
<ENGINE, HAS EFFECT, WATER IN FUEL>"
19780519033989I,JETWAY WAS EXTENDED INTO SIDE OF AIRCRAFT AS IT TAXIIED INTO THE PARKING AREA.                                     ,"<JETWAY, PART OF, AIRCRAFT>
<JETWAY, LOCATION, PARKING AREA>
<AIRCRAFT, ACTION, TAXIIED>"
19780522035289I,ENGINE QUIT ON TAKEOFF. WATER IN FUEL.                                                                             ,"<ENGINE, HAS CAUSE, AFTER TAKEOFF>
<ENGINE, EVENT DISTANCE, AFTER TAKEOFF>
<FUEL, HAS EFFECT, WATER>"
19780526040429I,PILOT INADVERTANTLY PUT GEAR HANDLE IN UP POSITION WHILE TAXIING. DURING RUNUP TURNED HYDRAULIC ON. GEAR RETRACTED.,"<PILOT, USED BY, PILOT>
<PILOT, HAS EFFECT, GEAR RETRACTED>
<GEAR HANDLE, LOCATION, DOWN POSITION>
<GEAR HANDLE, MAINTAINED BY, HYDRAULIC SYSTEM>
<HYDRAULIC SYSTEM, HAS EFFECT, GEAR RETRACTED>"
19780528040689I,"AFTER WORKING ON HOME-BUILT, PILOT TOOK OFF WITHOUT CONNECTING AILERON CONTROLS.                                   ","<HOME-BUILT, PART OF, PILOT>
<PILOT, USED BY, AILERON CONTROLS>"
19780529040959I,ENGINE SPUTTERED AND QUIT AT CRUISE. LANDED IN MARSHY AREA AND TIPPED UP ON NOSE. WATER IN FUEL.                   ,"<ENGINE, HAS CAUSE, SPUTTERED AND QUIT>
<ENGINE, TIME PERIOD, CRUISE>
<ENGINE, LOCATION, MARSHY AREA>
<ENGINE, HAS EFFECT, TIPPED UP ON NOSE>
<ENGINE, HAS EFFECT, WATER IN FUEL>"
19780515023299A,LOGGING OPNS. CABLE CAUGHT ON L SKID.                                                                              ,"<LOGGING OPNS, MAINTAINED BY, L SKID>"
19780603041599I,"FLOAT PLANE RIDING LOW IN THE WATER AFTER NORMAL LANDING, SANK. MUST HAVE HAD WATER IN FLOATS, BALL COVERS GONE.   ","<FLOAT PLANE, INSTANCE OF, PLANE>
<FLOAT PLANE, PART OF, FLOATS>
<FLOATS, HAS EFFECT, SANK>
<FLOATS, HAS CAUSE, WATER IN FLOATS>
<BALL COVERS, HAS EFFECT, GONE>"
19780603041629I,FLOAT STRUT COLLAPSED DURING TAKEOFF RUN. WAS DAMAGED FROM PREVIOUS HARD LANDING. WIRED TO A BRACE BY THE PILOT.   ,"<FLOAT STRUT, PART OF, AIRPLANE STRUCTURE>
<FLOAT STRUT, HAS EFFECT, COLLAPSED>
<COLLAPSED, TIME PERIOD, TAKEOFF RUN>
<COLLAPSED, CAUSED BY, PREVIOUS HARD LANDING>
<PILOT, USED BY, WIRED TO A BRACE>"
19780610045289I,SPRING LOADED TANK DRAIN VALVE LEFT PARTIALLY OPEN. SPRAY HELICOPTER RAN OUT OF FUEL.                              ,"<TANK DRAIN VALVE, PARTIALLY OPEN, SPRING LOADED>
<HELICOPTER, RAN OUT OF FUEL, FUEL>"
19780613045599I,ENGINE QUIT DUE TO WATER IN THE FUEL SYSTEM.                                                                       ,"<ENGINE, HAS CAUSE, WATER IN ALL OF THE FUEL SYSTEM>"
19780527014729A,ACORNS LODGED IN CARB AIR BOX ASSEMBLY.                                                                            ,"<CARB AIR BOX ASSEMBLY, PART OF, ACORNS>"
19780616046119I,PRECAUTIONARY LANDING DUE TO LOW POWER. CARBURETOR HEAT WAS PARTIALLY OPEN CAUSING AN OVER RICH MIXTURE.           ,"<PRECAUTIONARY LANDING, HAS CAUSE, LOW POWER>
<CARBURETOR HEAT, HAS EFFECT, OVER RICH MIXTURE>
<CARBURETOR HEAT, PART OF, CARBURETOR>"
19780616046129I,"NOSE GEAR COULD NOT BE FULLY EXTENDED, COLLAPSED ON TOUCHDOWN. NOSE GEAR DOORS HAD BEEN LEFT UNHOOKED, JAMMED.     ","<NOSE GEAR, HAS EFFECT, COULD NOT BE FULLY EXTENDED>
<NOSE GEAR, INSTANCE OF, COLLAPSED>
<NOSE GEAR, TIME PERIOD, TOUCHDOWN>
<NOSE GEAR DOORS, HAS EFFECT, HAD BEEN LEFT UNHOOKED>
<NOSE GEAR DOORS, HAS EFFECT, JAMMED>"
19780619046649I,PILOT RETURNED DUE TO CONTROL PROBLEMS. FOUND THAT THE INBOARD END OF AILERON PUSH ROD WAS NOT CONNECTED.          ,"<PILOT, MAINTAINED BY, AIRCRAFT>
<AIRCRAFT, HAS CAUSE, CONTROL PROBLEMS>
<AILERON PUSH ROD, PART OF, AIRCRAFT>
<AILERON PUSH ROD, HAS CAUSE, NOT CONNECTED>"
19780622016229A,ROPE CAUGHT ON GLIDER WHEEL BRACKET.                                                                               ,"<ROPE, PART OF, GLIDER WHEEL BRACKET>"
19780429007189A,OIL PR DROPPED TO ZERO.PLT SHUT DN ENG.WING HIT TREE ADJACENT TO IL CAP NOT SECURED.                               ,"<OIL PR, DROPPED TO, ZERO>
<PLT, SHUT DOWN, ENG>
<WING, HIT, TREE>
<TREE, LOCATION, IL CAP>
<IL CAP, NOT SECURED>"
19780623018469A,"LOOSE BATTERY POST,LOSS OF ALTERNATOR EXCITING CURRENT.                                                            ","<LOOSE BATTERY POST, HAS CAUSE, LOSS OF ALTERNATOR>
<LOSS OF ALTERNATOR, HAS CAUSE, EXCITING CURRENT>"
19780607020299A,BECAME AIRBORNE AFTER TKOF ABORTED.                                                                                ,"<ABORTED, FOLLOWED BY, AIRBORNE>"
19780603041639I,FLIGHT APPARENTLY TOOK OFF WITH THE REAR CABIN ENTRY DOOR OPEN. DOOR WAS CLOSED IN FLIGHT.                         ,"<FLIGHT, FOLLOWED BY, DOOR WAS CLOSED IN FLIGHT>
<FLIGHT, FOLLOWED BY, DOOR OPEN>"
19780607010749A,FULL NOSE DOWN TRIM.                                                                                               ,"<FULL NOSE DOWN TRIM, HAS EFFECT, AIRCRAFT>"
19780607016509A,"TKOF FROM TRAILER,NO LOAD. R SKID TIEDOWN NOT REMOVED.                                                             ","<TKOF, FOLLOWED BY, TRAILER>
<TKOF, HAS EFFECT, R SKID>
<R SKID, MAINTAINED BY, TKOF>
<R SKID, PART OF, TIEDOWN>
<TIEDOWN, MAINTAINED BY, TKOF>"
19780623036259I,PILOT LANDED ON BEACH AFTER NOTING SMOKE AND FUMES IN COCKPIT CAUSED BY GRASS AND DIRT IN ENGINE COMPARTMENT       ,"<PILOT, LOCATED AT, BEACH>
<PILOT, HAS CAUSE, SMOKE AND FUMES IN COCKPIT>
<SMOKE AND FUMES IN COCKPIT, CAUSED BY, GRASS AND DIRT IN ENGINE COMPARTMENT>"
19780623036419I,PILOT LANDED AFTER NOTING OIL ON WINDSHIELD. OIL CAP WAS LOOSE.                                                    ,"<PILOT, PERFORMED, LANDED>
<PILOT, NOTED, OIL ON WINDSHIELD>
<OIL CAP, HAS EFFECT, LOOSE>"
19780624034629I,PILOT STRUCK WIRES AFTER ENGINE STOPPED AND STARTED AGAIN AFTER SWITCHING TANK. VENT STOPPED UP BY MUD DAUBERS.    ,"<PILOT, USED BY, ENGINE>
<PILOT, HAS CAUSE, ENGINE STOPPED>
<PILOT, STARTED AGAIN, SWITCHING TANK>
<VENT, STOPPED UP BY, MUD DAUBERS>"
19780625035919I,ENGINE QUIT AT 250 FEET ON CLIMBOUT. WATER AND OTHER FOREIGN MATERIAL FOUND IN THE GASCOLATOR BOWL.                ,"<ENGINE, HAS CAUSE, 250 FEET>
<ENGINE, TIME PERIOD, CLIMBOUT>
<ENGINE, HAS EFFECT, WATER AND OTHER FOREIGN MATERIAL FOUND>
<GASCOLATOR BOWL, LOCATION, ENGINE>"
19780625035779I,ENGINE STOPPED SOON AFTER TAKEOFF DUE TO FUEL SELECTOR MOVED BY A PASSENGER DURING LOADING.                        ,"<ENGINE, HAS CAUSE, FUEL SELECTOR MOVED BY A PASSENGER>
<ENGINE, TIME PERIOD, SOON AFTER TAKEOFF>
<FUEL SELECTOR MOVED BY A PASSENGER, HAS EFFECT, ENGINE STOPPED>
<FUEL SELECTOR MOVED BY A PASSENGER, EVENT DISTANCE, DURING LOADING>"
19780626034739I,ENGINE STOPPED ON NEWLY PURCHASED AIRPLANE DUE TO WATER IN THE FUEL SYSTEM. HAD BEEN STORED OUTSIDE.               ,"<ENGINE, HAS EFFECT, STOPPED>
<ENGINE, PART OF, AIRPLANE>
<WATER IN ALL OF THE FUEL SYSTEM, HAS CAUSE, ENGINE STOPPED>
<AIRPLANE, OWNED BY, NEWLY PURCHASED>
<AIRPLANE, LOCATION, OUTSIDE>"
19780812020899A,MUD DOBBER(WASP)NEST IN FUEL VENT LINE.                                                                            ,"<MUD DOBBER(WASP), PART OF, FUEL VENT LINE>"
19780712023399A,NO NARRATIVE.                                                                                                      ,
19780810035619A,LOW OIL STATE.LNDD IN FLOODED ALFALFA FIELD.                                                                       ,"<LOW OIL STATE, HAS CAUSE, UNKNOWN>
<LNDD, HAS EFFECT, FLOODED ALFALFA FIELD>"
19780820049069I,LOSS OF ENGINE POWER AFTER TAKEOFF. LANDED STRAIGHT AHEAD IN OAT FIELD. WATER IN FUEL.                             ,"<LOSS OF ENGINE POWER, HAS CAUSE, AFTER TAKEOFF>
<LANDED STRAIGHT AHEAD, FOLLOWED BY, OAT FIELD>
<WATER IN FUEL, HAS EFFECT, ENGINE>"
19780805024609A,PLT INADVERTENTLY MOVED MIXTURE CONTROL TO CUT OFF POSITION WHILEEMPTING TO LEAN MIXTURE.                          ,"<PILOT, USED BY, MIXTURE CONTROL>
<MIXTURE CONTROL, MOVED BY, PILOT>
<MIXTURE CONTROL, POSITION, CUT OFF>
<PILOT, ACTION, EMPETING TO LEAN MIXTURE>"
19780704042039I,"PILOT DEPARTED WITH INOPERATIVE RADIO, THEN UNABLE TO FIND DESTINATION. WHEN NEARLY OUT OF FUEL FOUND AN AIRPORT.  ","<PILOT, HAS CAUSE, INOPERATIVE RADIO>
<PILOT, HAS EFFECT, UNABLE TO FIND DESTINATION>
<PILOT, HAS EFFECT, NEARLY OUT OF FUEL>
<PILOT, FOLLOWED BY, FOUND AN AIRPORT>"
19780822026439A,ACFT BEING FERRIED FOR MAINT. SEAT RETAINERS MISSING.                                                              ,"<ACFT, MAINTAINED BY, ACFT DISPATCHER>
<ACFT, HAS EFFECT, SEAT RETAINERS MISSING>"
19780726036499I,"AIRCRAFT VEERED LEFT DURING TAKEOFF, GOT AIRBORNE. NOSE GEAR DID NOT CENTER DUE TO INFLATION AND CAM ADJUSTMENT    ","<AIRCRAFT, FOLLOWED BY, GOT AIRBORNE>
<NOSE GEAR, HAS CAUSE, INFLATION>
<NOSE GEAR, HAS CAUSE, CAM ADJUSTMENT>"
19780629034269I,FLIGHT HAD FILED IFR BUT TOOK OFF VFR. WAS CONSIDERED A RADIO FAILURE BY ATC. ALSO CARGO DOOR WAS OPENED ON TAKEOFF,"<FLIGHT, INSTANCE OF, IFR>
<FLIGHT, FOLLOWED BY, VFR>
<FLIGHT, HAS CAUSE, RADIO FAILURE>
<FLIGHT, INFLUENCED BY, ATC>
<CARGO DOOR, HAS EFFECT, AFTER TAKEOFF>"
19780725039589I,PILOT REFUELED FROM A 55 GAL DRUM AND DID NOT CHECK FOR WATER. ENGINE QUIT ON TAKEOFF DUE TO WATER IN THE FUEL.    ,"<PILOT, USED BY, 55 GAL DRUM>
<PILOT, REFUELED FROM, 55 GAL DRUM>
<PILOT, DID NOT CHECK, WATER>
<ENGINE, HAS CAUSE, WATER IN FUEL>
<ENGINE, QUIT, AFTER TAKEOFF>"
19780708043109I,STUDENT PILOT LOST POWER ON TAKEOFF DUE TO MAIN FUEL SUMP LEFT OPEN DURING PREFLIGHT.OVERSHOT ON AIRPORT LANDING   ,"<STUDENT PILOT, HAS CAUSE, MAIN FUEL SUMP LEFT OPEN>
<STUDENT PILOT, EVENT DISTANCE, AFTER TAKEOFF>
<STUDENT PILOT, HAS CAUSE, LOST POWER>
<PILOT, EVENT DISTANCE, AIRPORT LANDING>
<PILOT, HAS EFFECT, OVERSHOT>"
19780723038809I,STUDENT PILOT RAN OUT OF FUEL. IT IS LIKELY THAT THE FUEL DRAIN WAS RUNNING AND NOT DETECTED.                      ,"<STUDENT PILOT, USED BY, PILOT>
<FUEL DRAIN, HAS EFFECT, RAN OUT OF FUEL>
<FUEL DRAIN, CAUSE, NOT DETECTED>"
19780808049579I,FLIGHT RETURNED AFTER OIL LOSS. PILOT FAILED TO SECURE OIL STICK.                                                  ,"<FLIGHT, FOLLOWED BY, OIL LOSS>
<PILOT, HAS CAUSE, FAILED TO SECURE OIL STICK>"
19780808049829I,RAN OFF SIDE OF RUNWAY AFTER LOOSE WHEEL FAIRING JAMMED TIRE ON TAKEOFF.                                           ,"<LOOSE WHEEL FAIRING, HAS CAUSE, JAMMED TIRE>
<JAMMED TIRE, TIME PERIOD, AFTER TAKEOFF>
<RAN OFF RUNWAY, FOLLOWED BY, LOOSE WHEEL FAIRING>"
19780809049919I,"LEFT GEAR COLLAPSED ON ROLL OUT, HYDRAULIC SYSTEM LOW ON FLUID.                                                    ","<LEFT GEAR, COLLAPSED, ROLL>
<HYDRAULIC SYSTEM, HAS EFFECT, LOW ON FLUID>"
19780811037539I,FORCED LANDING AFTER ENGINE QUIT. DRAINED WATER FROM FUEL TANK.                                                    ,"<FORCED LANDING, HAS CAUSE, AFTER ENGINE QUIT>
<FORCED LANDING, TIME PERIOD, >
<DRAINED WATER FROM FUEL TANK, HAS CAUSE, WATER>"
19780814037299I,GEAR RETRACTED ON TAKEOFF. FOUND FAULTY GEAR ACTUATOR SWITCH.                                                      ,"<GEAR, PART OF, ACTUATOR>
<GEAR, HAS EFFECT, RETRACTED>
<FAULTY GEAR ACTUATOR, INSTANCE OF, SWITCH>"
19780825038179I,15 MINUTES AFTER TAKEOFF AIRCRAFT WAS LANDED ON GOLF COURSE DUE TO FUEL EXHAUSTION.                                ,"<AIRCRAFT, LANDED ON, GOLF COURSE>
<AIRCRAFT, TIME PERIOD, 15 MINUTES AFTER TAKEOFF>
<AIRCRAFT, HAS CAUSE, FUEL EXHAUSTION>"
19780831038519I,"FLIGHT DIVERTED AFTER CREW NOTICED COWLING LOOSE. AFTER LANDING, COWLING STRUCK PROP AND BROKE INTO PIECES.        ","<FLIGHT, EVENT DISTANCE, AFTER LANDING>
<FLIGHT, HAS CAUSE, CREW NOTICED COWLING LOOSE>
<COWLING, HAS CAUSE, STRUCK PROP>
<COWLING, HAS EFFECT, BROKE INTO PIECES>"
19780901016759I,UNABLE TO EXTEND NOSE GEAR BEFORE LANDING. GEAR WAS JAMMED DUE TO DEFLATED NOSE GEAR STRUT.                        ,"<NOSE GEAR, HAS EFFECT, UNABLE TO EXTEND>
<NOSE GEAR, INSTANCE OF, GEAR>
<GEAR, CAUSE, DEFLATED NOSE GEAR STRUT>
<DEFLATED NOSE GEAR STRUT, HAS CAUSE, JAMMED>"
19780904017739I,FORCED LANDING AFTER POWER LOSS. HELICOPTER HAD BEEN SERVICED WITH JET FUEL.                                       ,"<FORCED LANDING, HAS CAUSE, POWER LOSS>
<HELICOPTER, USED BY, JET FUEL>"
19780907018599I,WING FLOATS DAMAGED ON LANDING. NOSE GAR DOOR LINKAGE HAD BROKEN CAUSING SHARP TURN.                               ,"<WING FLOATS, HAS EFFECT, DAMAGED>
<NOSE GAR DOOR LINKAGE, HAS CAUSE, BROKEN>
<NOSE GAR DOOR LINKAGE, RESULTED IN, SHARP TURN>"
19780920018899I,"EXPLOSION HEARD DURING ENGINE START, PILOT MISTOOK FOR BACKFIRE, BEGAN FLIGHT. LATER FOUND EXHAUST TUNNELS DAMAGED.","<EXPLOSION, HAS CAUSE, ENGINE START>
<EXPLOSION, FOLLOWED BY, PILOT MISTOOK FOR BACKFIRE>
<PILOT MISTOOK FOR BACKFIRE, FOLLOWED BY, BEGAN FLIGHT>
<BEGAN FLIGHT, FOLLOWED BY, LATER FOUND EXHAUST TUNNELS DAMAGED>"
