c5_sources,node,count
19790429025299I;19791208047929I,RETRACTED,3
19790513026659I,LOSS OF OIL PREESURE,3
19790513026659I,VECTORS TO AIRPORT,1
19790513026659I,OIL ADDED,1
19790515027029I,ALTERNATOR BELT,1
19790515027029I,ELECTRICAL SYSTEM FAILED,1
19790515027029I,GEAR UP LANDING,2
19790515027029I,PREVENTABLE,1
19790525014229A,SELF DESTRUCTED,1
19790525014229A,IMPROPERLY SERVICED STRUTS,1
19790525014229A,GR RESONANCE,1
19790425024979I,ALTITUDE,2
19790511011259A,ATTEMPTED TAKE OFF,2
19790511011259A,ICE ON AIRFRAME,1
19790511011259A,MADE PREMATURE LIFT OFF,3
19790511011259A,SETTLED TO GROUND,1
19790622017219I,CONTAMINATED WITH WATER,1
19790519010229A,INSTRUMENT PANEL LIGHT SWITCH,2
19790519010229A,DEFECTIVE,1
19790519010229A,LIGHTS,1
19790519010229A,COULD NOT SEE OUT,2
19790519010229A,ATTEMPTED FORCED LANDING,1
19790507025919I,UNABLE TO RESTART ENGINE,1
19790507025919I,PUSHING AND PULLING ENGINE CONTROLS,1
19790507025919I,USED BOOST PUMP,1
19790602009889A;19790808027309A;19790813023739A;19790919027319A;19791102034159A;19800504044909I;19800714060679I;19800819039089A,ENGINE FAILED,11
19790602009889A,PILOT DITCHED,1
19790602009889A,OCEAN,1
19790609024769A,11 MONTHS,1
19790719019309I,TAKEOFF ROLL FAILURE,1
19790809030499I,ZA,2
19790809030499I,FUEL CONTAMINATED WITH DIRT AND WATER,2
19790729022479I,EXTENDING GEAR,2
19790725018519A;19790929042239I,AIRPLANES,5
19790725018519A,NOSE NOT ALIGNED WITH RUNWAY,1
19790725018519A,RUDDER PEDAL,2
19790725018519A,SMALL BOTTLE,1
19790726019139A,ENGINE ACCESS DOOR,1
19790726019139A,180 BACK,1
19790726019139A,UNABLE,1
19790718017739A,PILOT SEAT,2
19790718017739A,FAILED TO ASCERTAIN SEAT LOCKED,1
19790807029619I,OIL STREAMING,2
19790807024709A,PILOT ABORTED,1
19790807024709A,SEAT CAME LOOSE,1
19790807024709A,PILOT'S FEET RELEASE BRAKES,1
19790703018439I,TAKE-OFF,1
19790703018439I,RUNWAY GEAR STRUCK,1
19790807029669I,AIRSPEED INDICATOR,2
19790807029669I;19800620022039A,LOST DIRECTIONAL CONTROL,6
19790807029669I,PLUG ON END OF PITOT TUBE,1
19790807029669I,ILLEGAL SOLO,1
19790823023209I,BRAKE DISC PADS,2
19790823023209I,TOTALLY WORN,1
19790813023739A,WATER AND TRASH IN FUEL,1
19790813023739A,AIRCRAFT REFUELED,1
19790813023739A,A BARREL,1
19790813023739A,NO FILTER USED,1
19790728024469A,NO OIL,1
19790728024469A,IMPACT FORCES,1
19790728024469A,OIL PAN,1
19790728024469A,WRECK,2
19790728024469A,SIGHT,1
19790817031829I,ZA ZG,1
19790817031829I,1 HOUR,1
19790817031829I;19800604051679I,RAN OUT OF GAS,2
19790817031829I,FUEL GAUGES,1
19790817031829I,INCORRECTLY,1
19790705018829I,HAD FAILED TO DRAIN WING SUMPS,1
19790816031569I,FLUCTUATION,1
19790816031569I,GRADUAL LOSS,1
19790816031569I,SHUTTING ENGINE DOWN,1
19790816031569I,FLUCTUATION AND GRADUAL LOSS OF OIL PRESSURE,1
19790816031569I,LOOSE OIL FILLER CAP,2
19790820032669I,10 PSI,1
19790820032669I,HIGHWAY,1
19790729018879A,NOSE GEAR COLLAPSED ON LANDING ROLL,1
19790729018879A;19800109001489A,LANDING ROLL,2
19790729018879A;19800118015029I,LANDING GEAR,2
19790829023019A,SPRAY RUN,1
19790829023019A;19791015052549I;19800128019739I,EVENT,3
19790829023019A,SOYBEAN FIELD,1
19790829023019A,FLIPPED OVER,1
19790820029909A,CABIN DOOR,2
19790820029909A,RAN OFF END INTO ROCKS,1
19790820029909A;19791108054919I,END,3
19790820029909A,ROCKS,1
19790808027309A,RETURN TO RUNWAY,1
19790712020439I,NOSE GEAR TORQUE LINK,1
19790712020439I,APEX PIN,2
19790712020439I,NOT INSTALLED,1
19790712020439I,STOPPED ON RUNWAY,1
19790716019189I,AIRSTAIR DOOR,1
19790716019189I,DOOR,3
19790716019189I,TEARING LOOSE,1
19790710018689I,MANUAL GEAR EXTENSION,1
19790710018689I,CLUTCH,1
19790918023659I,PILOT OWNER,1
19790918023659I,NOSE GEAR DOOR RETRACT RODS,2
19790918023659I,JAMMING THE NOSE GEAR,1
19790927050049I,UNSAFE GEAR INDICATION,1
19790927050049I,PILOT REPORTED,1
19790927050049I,PILOT REPORTED UNSAFE GEAR INDICATION,1
19790927050049I,GEAR LIGHT,2
19790928049769I,ENGINE SHUT DOWN,1
19790928049769I,COWL HAD NOT BEEN PROPERLY SECURED,1
19790929049639I,START OF TAKEOFF RUN,1
19790929049639I,SELECTOR SWITCH,1
19790929049639I,FULL DOWN POSITION,1
19791017051209I,OBSTRUCTED FUEL VENT LINE,1
19791022054789I,NEWLY INSTALLED,1
19790904034369I,FUEL CONTAMINATED WITH WATER,1
19791022029739A,TOUCH AND GO LANDING,1
19791030053329I,BATTERY DISCHARING,1
19791030053329I,EMERGENCY GEAR SYSTEM,1
19791030053329I,MISUSED,1
19791108054919I,COCKPIT DOOR,4
19791108054919I,MAIN GEAR,1
19790916031359A,END RUNWAY,1
19790919027319A,ATTEMPTED EMERGENCY LANDING,1
19791102034159A,180 DEGREE TURN,2
19791103056779I,TOO RICH A MIXTURE,1
19791103056779I,SHORT,1
19791014052729I;19791103056779I,PRIMER,2
19791103056779I,MIXTURE FULL RICH,1
19790928027659A,IMPROPERLY INSTALLED,1
19790928027659A;19800518014229A,LEFT WING,2
19791014005659A;19800119018919I,STRAINER,2
19791014005659A,OUT OF LICENSE,1
19791002050939I,OPEN BOWL DRAIN,1
19791002050939I,STICKING DRAIN,1
19791116043249A,BROKEN EXHAUST PIPE,1
19791116043249A;19800128019779I,FIRE,4
19791116043249A,EXPLODED,2
19790929042239I,MANHOLE,1
19791023031609A,1ST LANDING APPROCH,1
19791023031609A,BASE,1
19791014052729I,CARB ICE,1
19791015052549I,MISSING FUEL CAP,1
19791222048669I,LAND GEAR,2
19791222048669I,UNSAFE NOSE GEAR INDICATION,2
19791222048669I,NO MALFUNCTION FOUND,1
19791222048699I,ADDITIONAL FUEL,1
19791222048699I,IMPROPERLY FUELED,1
19791129033509A,SKID TIEDOWN FELL BACK IN PLACE,2
19791219034489A,CABLE HIT TAILROTOR,2
19791219034489A,MADE HARD AUTOROTATE LANDING,1
19791126034419A,CFI,1
19791126034419A,SNOW COVERED RWY,1
19791126034419A;19791228036809A,UNABLE TO CLIMB,3
19791126034419A,OFF END RWY,1
19791221039859A,WATER IN TANKS,1
19791221039859A,ENGINE TO STOP,2
19791218033279A,ENGINE FAILED ON TAKEOFF,1
19791228036809A,SNOW & ICE,1
19791228036809A,RAN OFF END RWY INTO A BARN,1
19791208047929I,CHECK POSITION OF GEAR KNOB,1
19791216046619I,AUTO THROTTLE SYSTEM,2
19791216046619I,FLAMEOUT,1
19791216046619I,POWER AND CONTROL WERE SOON RESTORED,1
19791210043359A,ABORTED TAKOFF,1
19791210043359A,ENGINE COWLING CAME OPEN ON THE TAKEOFF ROLL,1
19791210043359A,UNABLE TO STOP ON RUNWAY,1
19791210043359A,DROPPED OVER A CLIFF,2
19791210036229A,UNLATCHED,1
19791210036229A,RAN OFF END OF RUNWAY,1
19800105013639I,RIGHT GENERATOR,2
19800105013639I,LEFT GENERATOR,1
19800109001489A,GEAR WAS EXTENDED,1
19800109001489A,PILOT FAILED TO USE EMERGENCY EXTENSION,1
19800106011019I,SNOW AND ICE COVERED,2
19800106011019I,PILOT MISJUDGED INTERSECTION,2
19800106011019I,TURNED TOO SOON,1
19800114013749I,COPILOT,1
19800114013749I,HE,1
19800114013749I,ONE,1
19800113000039A,KNOWN DEFECTIVE GYRO HORIZON,1
19800113000039A,DESCENDING IFR,1
19800113000039A,HOLDING PATTERN,1
19800115013869I,UPPER LEFT ENGINE COWL PN41834-06,1
19800113015049I,NORMAL TIE DOWN AREA,1
19800113015049I,SANK INTO MUD,1
19800118015029I,FERRY,1
19800120016369I,LOS ANGELES,1
19800120016369I,STICKING FLAP,1
19800120016369I,FLAP,1
19800120016369I,JACKSCREW,1
19800120016369I,SERVICE,1
19800128019739I,SHOOTING TOUCH & GO LANDINGS,1
19800128019739I,TEMPERATURE,1
19800128019739I,16 BELOW ZERO FAHRENHEIT,1
19800128019739I,ICE CRYSTALS FOUND IN FUEL,1
19800119018919I,ICE & WATER,5
19800119018919I,LOWEST POINT,1
19800119018919I,UNDER FUEL ON-OFF SELECTOR,1
19800127019329I,DESCREPANCY,1
19800127019329I,AERO CLUB,2
19800127019329I,NEEDED MAINT,1
19800128019779I,SMOKE IN COCKPIT,2
19800128019779I,FIREMEN,1
19800128019789I,OIL,3
19800128019789I,IN FLIGHT,1
19800129020169I,FREEZING UP,1
19800129020179I,FUEL CAP O RINGS,2
19800129020179I,DID NOT SEAL,1
19800216026099I,ENGINE RUNNING ROUGH,1
19800217031679I,STRUCK FENCE,1
19800217031679I,FENCE,1
19800129002139A,WATER AND DIRT,1
19800129002139A;19800712077549I,FUEL TANK,2
19800129002139A;19800413049409I;19800604051679I,PLANE,4
19800129002139A,FIELD AIRSTRIP,1
19800208002479A,THROTTLE FROZE WIDE OPEN,1
19800208002479A,HARD LANDING,1
19800208002479A,SNOW AND ICE ON SURFACE,1
19800215002609A,EXTERNAL LOAD,1
19800215002609A,LOST CONTROL OF AIRCRAFT,2
19800215002609A,LINE,1
19800215002609A,AIRCRAFT NOSE-DIVED,1
19800223026959I,CARBURETOR ICE OR FUEL CONTAMINATION,2
19800223026959I,PILOT MADE EMERGENCY LANDING,1
19800223026959I,CAUSE UNDETERMINDED,1
19800223029599I,RIGHT ENGINE,1
19800223029599I,WATER FOUND IN FUEL TANKS,2
19800223029599I,CENTER ENGINE,1
19800224029629I;19800523016979A,LIFT-OFF,2
19800228028039I,UP ELEVATOR,1
19800228028039I,PARTIAL LOSS OF UP ELEVATOR,2
19800228028039I,PROP BLAST,2
19800228028039I,PRETAKEOFF CHECK,1
19800309042889I,ENGINES,1
19800309042889I,LOCATION,1
19800309042889I,FUEL TRUCK,1
19800309042889I;19800507051499I,DEPARTED,2
19800309042889I,DAMAGED WING,1
19800319040039I,LOSS OF OIL,1
19800319040039I,ONE HOUR AFTER DEPARTURE,1
19800319040039I,LOOSE B-NUT,1
19800319040039I,OIL LINE,2
19800319040039I,OIL COOLER,1
19800320047429I,ABORTED TAKE OFF,1
19800320047429I,SPEED BRAKE LEVER NOT SEATED,1
19800331045949I,60 MPH,1
19800331045949I,FLIGHT ABORTED,1
19800331045949I,RIGHT MAIN GEAR,2
19800331045949I,WATER FILLED POTHOLE,1
19800331045949I,POTHOLE,1
19800403047119I,EXCESSIVE AMOUNT OF WATER,2
19800225005279A,BACKWARDS,1
19800229004169A,TURNING FINAL,1
19800229004169A,LEFT,1
19800229004169A,VEERED,1
19800229004169A,SNOWBANK,1
19800328007979A,TRIED LANDING ON ROAD,2
19800328007979A,HIT CAR,2
19800328007979A,KILLED TWO PERSONS,1
19800328007979A,HAD BEEN DRINKING,1
19800321006629A,FAILED TO CLIMB AFTER TAKEOFF,2
19800321006629A,INDICATES FLAP HANDLE NOT SECURED IN SLOT,1
19800322006789A,PLANE CRASHED,3
19800408048109I,FLIGHT ENGINEER,1
19800408048109I,NOSE DOWNLOCK PIN,1
19800408048109I,UNSCHEDULED LANDING,1
19800408048109I,FAILED TO REMOVE NOSE DOWNLOCK PIN,1
19800410050199I,BRAKE ASSEMBLY,2
19800410050199I,OWNER,1
19800410050199I,DAY PREVIOUS,1
19800415047829I,ENGINE STOPPAGE,2
19800427044589I,ALTERNATOR,1
19800427044589I,LANDED WITH GEAR PARTIALLY DOWN,1
19800501044549I,NORMALLY,1
19800501044549I,EMERGENCY SYSTEM,1
19800507051499I,ACCESS DOOR LIGHT CAME ON,1
19800507051499I,TAXIED BACK INTO POSITION,3
19800519054059I,LOUD NOISES,1
19800519054059I,SUSPECT WATER IN FUEL,1
19800604051679I,PREFLIGHTED,1
19800604051679I,GAS TANKS FULL,1
19800604051679I,1.2 HOURS,1
19800607046889I,NO DAMAGE,1
19800611054319I,PORTABLE FUEL CANS,2
19800611054319I,WATER TAKEOFF,1
19800530018349A,BUCKET SUPPORT CABLE,1
19800530018349A,LOADING SYSTEM,2
19800530018349A,PULLED COPTER TO THE GROUND,1
19800418044679I,LIGHT,2
19800418044679I,VERIFY GEAR POSITION,1
19800615052619I,AIRCRAFT TAXI LIGHT,1
19800429039119A,LEAVING A BIG HOLE,1
19800429039119A,BIG HOLE,1
19800429039119A,FELL APART,1
19800429039119A,PLANE NOSE WHEEL,1
19800429039119A,FELL INTO THE HOLE,1
19800413049409I,OUT OF SERVICE,1
19800413049409I,LINEBOY,1
19800413049409I,NORMAN,1
19800508011869A,FUEL TIME,2
19800508011869A,RETURN FLIGHT,1
19800423010499A,UNSAFE LIGHT,1
19800423010499A,GO-AROUND,1
19800423010499A,SETTLED INTO TREES,1
19800608019219A,ENGINE FAILED TO OBTAIN FULL POWER ON TAKEOFF,2
19800608019219A,STUCK RINGS AND VALVES,1
19800608019219A,SLUDGE IN OIL,1
19800421009329A,EMERGENCY GEAR HANDLE ENGAGED,1
19800421009329A,DISTRACTEDPILOT,1
19800421009329A,PROPS,1
19800421009329A,STEP HIT RUNWAY,2
19800424010429A,TRAILING LAND LINE,1
19800424010429A,CRASHLANDED,1
19800424010429A,MAIN ROTOR,1
19800424010429A,TAIL ROTOR,1
19800523016979A,AILEONS,1
19800523016979A,WING-TIP,1
19800523016979A,WING-TIP HIT RUNWAY,1
19800714060679I,LACK OF OIL,1
19800805067769I,TAKEOFF WARNING HORN,1
19800805067769I,ELEVATOR TRIM,1
19800805067769I,IMPROPERLY SET,1
19800822082749I,REPLACED,1
19800815066579I,DIPSTICK NOT BEING SECURED,1
19800721061969I,GEAR PIN,1
19800807063609I,DUST COVER PLATE,1
19800807063609I,ENGINE OVERHEATED,1
19800807063609I,DUST COVER PLATE NOT REMOVED,1
19800807063609I,STRUCK LOG,1
19800807063609I,TALL GRASS,1
19800624056259I,SUITCASE,2
19800624056259I,LEFT PROPELLER,1
19800619055649I,LANDING GEAR SWITCH,1
19800619055649I,LANDING GEAR SWITCH IMPROPERLY PLACED,1
19800619055649I,START-UP,1
19800619055649I,OVERLOOKED IN PREFLIGHT,1
19800620022039A,SEAT NOT LATCHED,3
19800620022039A,INTO TREES,1
19800624056339I,OVERRAN END OF RUNWAY,1
19800624056339I,LANDING LIGHT INOPERATIVE,1
19800624056299I,LESS THAN SCHEDULED AMOUNT OF FUEL,1
19800823080969I,ELECTRICAL SYSTEM FAILURE,1
19800823080969I,CORRODED BATTERY LEAD,1
19800823080969I,EMERGENCY PROCEDURE,1
19800823080969I,EXTEND,1
19800716028479A,IMPROPERLY SECURED,1
19800707059709I,NOSEGEAR,2
19800707059709I,ROUGH RUNWAY,1
19800707059709I,PRIVATE,1
19800820066389I,BENT ACTUATOR,1
19800820066389I,Brake and tire failure,1
19800820066389I,Bent the rod,1
19800623021719A,PILOT ABORTED TAKEOFF,1
19800712077549I,GAS STORAGE TANK,2
19800712077549I,NAVY BASE,1
19800819040989A,VERTICAL TAKEOFF,1
19800819040989A,REAR SKID,1
